County,eligible_pop,non_enroll_rate,eligible_hh,no_snap_hh,county_fips
Pulaski,2816.3,0.598255,1110.0,731.2,13235
Putnam,5137.1,0.576705,1961.2,1214.5,13237
Quitman,816.7,0.433986,335.2,154.1,13239
Rabun,3228.7,0.652833,1608.5,1165.8,13241
Randolph,1633.4,0.433986,670.3,308.2,13243
Richmond,45342.0,0.342177,18858.0,7959.0,13245
Rockdale,13358.6,0.442704,4683.7,2276.9,13247
Schley,1633.4,0.433986,670.3,308.2,13249
Screven,3559.7,0.732081,1664.9,1220.6,13251
Seminole,1709.7,0.372284,862.5,386.4,13253
Spalding,10832.9,0.620473,5124.4,3449.3,13255
Stephens,5553.6,0.540616,2372.5,1476.5,13257
Stewart,1633.4,0.433986,670.3,308.2,13259
Sumter,6533.8,0.433986,2681.4,1232.7,13261
Talbot,2450.2,0.433986,1005.5,462.3,13263
Taliaferro,655.1,0.387,317.1,156.2,13265
Tattnall,5916.8,0.493912,2355.9,1455.0,13267
Taylor,3266.9,0.433986,1340.7,616.3,13269
Telfair,4226.2,0.493912,1682.8,1039.3,13271
Terrell,2279.6,0.372284,1150.0,515.1,13273
Thomas,11406.4,0.490041,4458.0,2473.6,13275
Tift,8357.0,0.513676,3884.2,2357.3,13277
Toombs,7607.2,0.493912,3029.1,1870.7,13279
Towns,1614.4,0.652833,804.3,582.9,13281
Treutlen,1211.4,0.372326,526.1,251.4,13283
Troup,14637.9,0.331181,6163.7,2597.8,13285
Turner,2089.2,0.513676,971.0,589.3,13287
Twiggs,1926.4,0.576705,735.5,455.4,13289
Union,3228.7,0.652833,1608.5,1165.8,13291
Upson,5097.8,0.620473,2411.5,1623.2,13293
Walker,12325.0,0.658318,5126.6,3441.4,13295
Walton,12101.9,0.689466,5205.8,3409.7,13297
Ware,8066.5,0.454562,3144.7,1675.3,13299
Warren,1310.2,0.387,634.1,312.4,13301
Washington,3275.6,0.387,1585.3,781.1,13303
Wayne,5916.8,0.493912,2355.9,1455.0,13305
Webster,1633.4,0.433986,670.3,308.2,13307
Wheeler,1690.5,0.493912,673.1,415.7,13309
White,3632.3,0.652833,1809.6,1311.5,13311
Whitfield,18030.0,0.609207,6406.0,4121.0,13313
Wilcox,2422.7,0.372326,1052.3,502.7,13315
Wilkes,2620.4,0.387,1268.2,624.9,13317
Wilkinson,1926.4,0.576705,735.5,455.4,13319
Worth,4888.5,0.490041,1910.6,1060.1,13321
