cert,name,state,city,method,pe_date,overall,assets_k,inv,svc,file_id,svc_gap,in_old_universe,branches_topneed,exposure,n_topneed_counties,top_county
9846,Truist Bank,NC,CHARLOTTE,Large Bank Evaluation,01/01/2025,Outstanding,546228000.0,Outstanding,Outstanding,2023/9846_230410.PDF,False,False,351,334717,31,"Harris, TX"
11063,First-Citizens Bank & Trust Company,NC,RALEIGH,Large Bank Evaluation,08/01/2023,Satisfactory,107542088.0,High Satisfactory,High Satisfactory,2022/11063_220719.PDF,False,False,92,309319,26,"Maricopa, AZ"
13303,Bank of England,AR,ENGLAND,Intermediate Small Bank Evaluation,06/01/2025,Satisfactory,412782.0,,,2024/13303_240401.PDF,False,False,45,280319,22,"Maricopa, AZ"
110,Bank OZK,AR,LITTLE ROCK,Large Bank Evaluation,06/01/2026,Satisfactory,41606548.0,Outstanding,Low Satisfactory,2025/110_251201.PDF,True,True,76,222278,18,"Harris, TX"
30788,Glacier Bank,MT,KALISPELL,Large Bank Evaluation,03/01/2026,Satisfactory,28986503.0,High Satisfactory,High Satisfactory,2025/30788_250819.PDF,False,False,45,197987,14,"Maricopa, AZ"
35583,Pinnacle Bank,TN,NASHVILLE,Large Bank Evaluation,01/01/2024,Satisfactory,41842515.0,Outstanding,High Satisfactory,2023/35583_230510.PDF,False,False,110,187462,19,"Dallas, TX"
16450,Busey Bank,IL,CHAMPAIGN,Large Bank Evaluation,12/01/2022,Satisfactory,12453067.0,,Substantial Non Complianc,2022/16450_220325.PDF,True,False,29,155463,13,"Maricopa, AZ"
12441,Hancock Whitney Bank,MS,GULFPORT,Large Bank Evaluation,07/01/2025,Outstanding,35392436.0,Outstanding,Outstanding,2024/12441_241007.PDF,False,False,22,151047,10,"Harris, TX"
16835,Prosperity Bank,TX,EL CAMPO,Large Bank Evaluation,11/01/2023,Satisfactory,38274790.0,High Satisfactory,Low Satisfactory,2022/16835_220718.PDF,True,True,169,147599,10,"Harris, TX"
32974,Gulf Coast Bank and Trust Company,LA,NEW ORLEANS,Large Bank Evaluation,08/01/2023,Satisfactory,2927905.0,Low Satisfactory,Low Satisfactory,2023/32974_230313.PDF,True,True,7,138631,7,"Maricopa, AZ"
28088,WaFd Bank,WA,SEATTLE,Large Bank Evaluation,03/01/2026,Satisfactory,22637277.0,High Satisfactory,High Satisfactory,2024/28088_240326.PDF,False,False,35,121298,7,"Maricopa, AZ"
18297,Southside Bank,TX,TYLER,Large Bank Evaluation,04/01/2025,Satisfactory,8353301.0,Outstanding,High Satisfactory,2024/18297_240930.PDF,False,False,17,107425,6,"Harris, TX"
58716,"Third Coast Bank, SSB",TX,HUMBLE,Intermediate Small Bank Evaluation,03/01/2019,Satisfactory,811340.0,High Satisfactory,High Satisfactory,2018/58716_181105.PDF,False,False,12,107425,6,"Harris, TX"
58181,Metro City Bank,GA,DORAVILLE,Large Bank Evaluation,01/01/2026,Satisfactory,3644728.0,High Satisfactory,High Satisfactory,2025/58181_250630.PDF,False,False,15,102099,8,"Harris, TX"
16889,United Community Bank,GA,BLAIRSVILLE,Large Bank Evaluation,03/01/2021,Satisfactory,17126721.0,High Satisfactory,High Satisfactory,2020/16889_200803.PDF,False,False,36,101854,12,"Davidson, TN"
34383,Texas Capital Bank,TX,DALLAS,Large Bank Evaluation,02/01/2024,Satisfactory,28591507.0,High Satisfactory,Outstanding,2023/34383_230724.PDF,False,False,9,99894,5,"Harris, TX"
19215,Benchmark Bank,TX,PLANO,Intermediate Small Bank Evaluation,05/01/2024,Satisfactory,1224531.0,,,2023/19215_230515.PDF,False,False,8,99894,5,"Harris, TX"
24170,Hanmi Bank,CA,LOS ANGELES,Large Bank Evaluation,01/01/2024,Satisfactory,7407990.0,Low Satisfactory,High Satisfactory,2023/24170_230606.PDF,False,True,11,97575,7,"Harris, TX"
25103,City Bank,TX,LUBBOCK,Large Bank Evaluation,04/01/2024,Satisfactory,4184122.0,Low Satisfactory,Low Satisfactory,2023/25103_240301.PDF,True,True,19,94949,6,"Harris, TX"
4239,First United Bank and Trust Company,OK,DURANT,Large Bank Evaluation,06/01/2024,Satisfactory,15970712.0,High Satisfactory,High Satisfactory,2023/4239_231106.PDF,False,False,19,90308,6,"Travis, TX"
26610,Bank of Hope,CA,LOS ANGELES,Large Bank Evaluation,01/01/2025,Satisfactory,18082905.0,High Satisfactory,Low Satisfactory,2024/26610_240708.PDF,True,True,14,88802,6,"Harris, TX"
58309,American Momentum Bank,TX,COLLEGE STATION,Large Bank Evaluation,04/01/2024,Satisfactory,2579369.0,High Satisfactory,Low Satisfactory,2023/58309_231127.PDF,True,True,13,83882,7,"Dallas, TX"
27237,Enterprise Bank & Trust,MO,CLAYTON,Large Bank Evaluation,12/01/2023,Satisfactory,13300684.0,Outstanding,Outstanding,2023/27237_230605.PDF,False,False,24,79971,6,"Maricopa, AZ"
17266,Umpqua Bank,OR,ROSEBURG,Large Bank Evaluation,07/01/2024,Satisfactory,51974259.0,Outstanding,High Satisfactory,2023/17266_231218.PDF,False,False,21,77780,6,"Maricopa, AZ"
58228,b1BANK,LA,BATON ROUGE,Large Bank Evaluation,10/01/2023,Satisfactory,5531431.0,Low Satisfactory,Low Satisfactory,2023/58228_230410.PDF,True,True,12,74345,4,"Harris, TX"
18609,American Bank of Commerce,TX,WOLFFORTH,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,1464340.0,,,2024/18609_241212.PDF,False,False,10,72192,4,"Travis, TX"
20164,Sunwest Bank,UT,SANDY,Large Bank Evaluation,03/01/2025,Satisfactory,2974047.0,Low Satisfactory,High Satisfactory,2024/20164_240401.PDF,False,True,7,71495,5,"Maricopa, AZ"
29546,Great Southern Bank,MO,REEDS SPRING,Large Bank Evaluation,09/01/2024,Satisfactory,5723662.0,High Satisfactory,Low Satisfactory,2023/29546_230905.PDF,True,True,22,70046,6,"Dallas, TX"
12437,Renasant Bank,MS,TUPELO,Large Bank Evaluation,12/01/2024,Satisfactory,17224614.0,High Satisfactory,High Satisfactory,2023/12437_230918.PDF,False,False,25,65197,7,"Davidson, TN"
23627,Republic Bank & Trust Company,KY,LOUISVILLE,Large Bank Evaluation,07/01/2026,Outstanding,7038402.0,Outstanding,Outstanding,2026/23627_260202.PDF,False,False,31,64327,6,"Davidson, TN"
32574,Beal Bank,TX,PLANO,Wholesale Bank Evaluation,06/01/2023,Satisfactory,3076875.0,,,2022/32574_220718.PDF,False,False,3,64106,3,"Harris, TX"
18503,Cathay Bank,CA,LOS ANGELES,Large Bank Evaluation,02/01/2026,Satisfactory,23709143.0,Outstanding,High Satisfactory,2025/18503_250818.PDF,False,False,11,64047,4,"Harris, TX"
19629,International Bank of Commerce,TX,LAREDO,Large Bank Evaluation,01/01/2025,Satisfactory,9161809.0,Outstanding,High Satisfactory,2024/19629_240604.PDF,False,False,14,62236,3,"Harris, TX"
20504,Ameris Bank,GA,ATLANTA,Large Bank Evaluation,05/01/2024,Satisfactory,23591556.0,High Satisfactory,Low Satisfactory,2022/20504_221031.PDF,True,True,34,61823,7,"Alachua, FL"
33188,Shinhan Bank America,NY,NEW YORK,Large Bank Evaluation,02/01/2025,Satisfactory,1841066.0,Low Satisfactory,Low Satisfactory,2024/33188_240729.PDF,True,True,8,61446,5,"Dallas, TX"
20845,Wallis Bank,TX,WALLIS,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,1295536.0,,,2024/20845_240903.PDF,False,False,7,57650,3,"Harris, TX"
14028,First Guaranty Bank,LA,HAMMOND,Large Bank Evaluation,07/01/2026,Satisfactory,3794968.0,Low Satisfactory,Low Satisfactory,2026/14028_260127.PDF,True,True,4,55762,4,"Dallas, TX"
57993,ServisFirst Bank,AL,BIRMINGHAM,Large Bank Evaluation,07/01/2026,Satisfactory,17582987.0,High Satisfactory,High Satisfactory,2025/57993_251201.PDF,False,False,7,53037,6,"Davidson, TN"
57463,PCB Bank,CA,LOS ANGELES,Large Bank Evaluation,02/01/2025,Satisfactory,2854271.0,Low Satisfactory,High Satisfactory,2024/57463_240729.PDF,False,True,9,51952,4,"Dallas, TX"
17514,Banterra Bank,IL,MARION,Large Bank Evaluation,12/01/2023,Satisfactory,2726883.0,Low Satisfactory,Low Satisfactory,2023/17514_230213.PDF,True,True,6,51509,3,"Maricopa, AZ"
16980,Bank of Colorado,CO,FORT COLLINS,Large Bank Evaluation,03/01/2025,Satisfactory,7572545.0,Low Satisfactory,High Satisfactory,2024/16980_240819.PDF,False,True,15,50753,4,"Maricopa, AZ"
57607,First Western Trust Bank,CO,DENVER,Large Bank Evaluation,03/01/2026,Satisfactory,3021751.0,High Satisfactory,High Satisfactory,2025/57607_250929.PDF,False,False,7,50753,4,"Maricopa, AZ"
27074,State Bank of Texas,TX,DALLAS,Intermediate Small Bank Evaluation,10/01/2023,Satisfactory,2054921.0,,,2023/27074_230320.PDF,False,False,5,50386,2,"Harris, TX"
22065,Grand Bank,OK,TULSA,Intermediate Small Bank Evaluation,12/01/2021,Satisfactory,470973.0,High Satisfactory,Outstanding,2021/22065_210816.PDF,False,False,2,50386,2,"Harris, TX"
24920,Woori America Bank,NY,NEW YORK,Large Bank Evaluation,11/01/2023,Satisfactory,3104798.0,High Satisfactory,High Satisfactory,2023/24920_230509.PDF,False,False,10,48655,5,"Orange, CA"
16817,Citizens Bank,TX,KILGORE,Intermediate Small Bank Evaluation,09/01/2023,Satisfactory,492153.0,,,2023/16817_230410.PDF,False,False,3,48530,3,"Harris, TX"
19581,Bell Bank,ND,FARGO,Large Bank Evaluation,12/01/2024,Satisfactory,14010713.0,High Satisfactory,High Satisfactory,2024/19581_240429.PDF,False,False,9,47676,3,"Maricopa, AZ"
57944,Open Bank,CA,LOS ANGELES,Large Bank Evaluation,01/01/2025,Outstanding,2234400.0,Outstanding,High Satisfactory,2024/57944_240604.PDF,False,False,4,43771,3,"Dallas, TX"
57833,Beal Bank USA,NV,LAS VEGAS,Wholesale Bank Evaluation,06/01/2023,Satisfactory,9168938.0,,,2022/57833_220718.PDF,False,False,3,43731,3,"Maricopa, AZ"
58316,Investar Bank,LA,BATON ROUGE,Intermediate Small Bank Evaluation,09/01/2018,Satisfactory,1642254.0,High Satisfactory,Outstanding,2018/58316_180312.PDF,False,False,4,43660,3,"Harris, TX"
15809,Security State Bank & Trust,TX,FREDERICKSBURG,Large Bank Evaluation,05/01/2026,Satisfactory,1984577.0,Low Satisfactory,High Satisfactory,2025/15809_251117.PDF,False,True,6,43653,3,"Travis, TX"
26627,Bank of the West,TX,GRAPEVINE,Intermediate Small Bank Evaluation,08/01/2025,Satisfactory,802927.0,,,2025/26627_250331.PDF,False,False,7,42042,3,"Dallas, TX"
17393,German American Bank,IN,JASPER,Large Bank Evaluation,10/01/2024,Satisfactory,6144423.0,Low Satisfactory,Low Satisfactory,2024/17393_240422.PDF,True,True,22,41648,4,"Franklin, OH"
803,"WesBanco Bank, Inc.",WV,WHEELING,Large Bank Evaluation,07/01/2023,Outstanding,16752817.0,,Outstanding,2022/803_221114.PDF,False,False,15,41583,4,"Franklin, OH"
10248,First International Bank & Trust,ND,WATFORD CITY,Large Bank Evaluation,12/01/2023,Satisfactory,4876751.0,Low Satisfactory,Low Satisfactory,2023/10248_230717.PDF,True,True,5,40606,2,"Maricopa, AZ"
58057,Tradition Capital Bank,MN,WAYZATA,Large Bank Evaluation,12/01/2024,Satisfactory,2522965.0,High Satisfactory,High Satisfactory,2024/58057_240625.PDF,False,False,3,40606,2,"Maricopa, AZ"
32296,Union Savings Bank,OH,CINCINNATI,Large Bank Evaluation,05/01/2024,Satisfactory,3391585.0,High Satisfactory,Low Satisfactory,2023/32296_230613.PDF,True,True,17,40084,4,"Franklin, OH"
20856,Liberty Bank and Trust Company,LA,NEW ORLEANS,Intermediate Small Bank Evaluation,03/01/2024,Satisfactory,1077834.0,,,2023/20856_230905.PDF,False,False,2,39091,2,"Harris, TX"
4365,First Merchants Bank,IN,MUNCIE,Large Bank Evaluation,10/01/2025,Satisfactory,18335693.0,Outstanding,High Satisfactory,2024/4365_241209.PDF,False,False,24,38695,4,"Franklin, OH"
57813,Sterling Bank,MO,POPLAR BLUFF,Intermediate Small Bank Evaluation,06/01/2024,Satisfactory,1364621.0,,,2023/57813_231113.PDF,False,False,5,38550,4,"Jackson, MO"
19899,KS StateBank,KS,MANHATTAN,Large Bank Evaluation,11/01/2023,Satisfactory,2437059.0,Low Satisfactory,High Satisfactory,2023/19899_230612.PDF,False,True,2,38220,2,"Maricopa, AZ"
18355,North Dallas Bank & Trust Co.,TX,DALLAS,Large Bank Evaluation,03/01/2024,Satisfactory,1684358.0,High Satisfactory,High Satisfactory,2023/18355_230905.PDF,False,False,6,36750,2,"Dallas, TX"
14029,First Liberty Bank,OK,OKLAHOMA CITY,Intermediate Small Bank Evaluation,11/01/2023,Satisfactory,595576.0,,,2023/14029_230717.PDF,False,False,2,36750,2,"Dallas, TX"
11934,Dominion Bank,TX,DALLAS,Intermediate Small Bank Evaluation,12/01/2023,Satisfactory,501239.0,,,2023/11934_230622.PDF,False,False,3,36750,2,"Dallas, TX"
8663,FirstBank,TN,NASHVILLE,Large Bank Evaluation,07/01/2023,Satisfactory,12236574.0,,Substantial Non Complianc,2022/8663_220606.PDF,True,False,14,36652,4,"Davidson, TN"
258,Stock Yards Bank & Trust Company,KY,LOUISVILLE,Large Bank Evaluation,08/01/2024,Outstanding,7901513.0,Outstanding,High Satisfactory,2024/258_240124.PDF,False,False,40,36613,4,"Hamilton, OH"
3387,FirstBank Southwest,TX,AMARILLO,Large Bank Evaluation,04/01/2026,Satisfactory,1859619.0,Outstanding,High Satisfactory,2025/3387_251117.PDF,False,False,2,35788,2,"Travis, TX"
58935,R Bank,TX,ROUND ROCK,Intermediate Small Bank Evaluation,03/01/2024,Satisfactory,981671.0,,,2023/58935_230905.PDF,False,False,2,35788,2,"Travis, TX"
17739,Plains State Bank,TX,HUMBLE,Intermediate Small Bank Evaluation,10/01/2024,Satisfactory,824545.0,,,2024/17739_240513.PDF,False,False,5,34887,2,"Harris, TX"
26856,Falcon International Bank,TX,LAREDO,Large Bank Evaluation,02/01/2024,Satisfactory,1975494.0,High Satisfactory,Low Satisfactory,2023/26856_231016.PDF,True,True,2,34880,2,"Travis, TX"
58657,PromiseOne Bank,GA,DULUTH,Intermediate Small Bank Evaluation,02/01/2026,Satisfactory,814694.0,,,2025/58657_250825.PDF,False,False,4,34620,2,"Harris, TX"
28396,First Palmetto Bank,SC,CAMDEN,Intermediate Small Bank Evaluation,06/01/2026,Satisfactory,1041246.0,,,2025/28396_251201.PDF,False,False,9,34445,4,"Richland, SC"
35214,First Reliance Bank,SC,FLORENCE,Intermediate Small Bank Evaluation,09/01/2024,Satisfactory,971957.0,,,2024/35214_240304.PDF,False,False,7,34445,4,"Richland, SC"
1768,Mechanics Bank,CA,WALNUT CREEK,Large Bank Evaluation,11/01/2022,Satisfactory,18616778.0,Outstanding,Substantial Non Complianc,2022/1768_220418.PDF,True,False,4,33984,3,"Orange, CA"
17842,Texas Bank and Trust Company,TX,LONGVIEW,Large Bank Evaluation,01/01/2026,Satisfactory,4342372.0,High Satisfactory,High Satisfactory,2025/17842_250804.PDF,False,False,4,32732,3,"Collin, TX"
19559,TexasBank,TX,BROWNWOOD,Intermediate Small Bank Evaluation,04/01/2024,Satisfactory,2094068.0,,,2023/19559_231016.PDF,False,False,4,31803,2,"Dallas, TX"
58739,Texas Security Bank,TX,DALLAS,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,1165137.0,,,2025/58739_250224.PDF,False,False,4,31803,2,"Dallas, TX"
12285,Cattlemens Bank,OK,ALTUS,Intermediate Small Bank Evaluation,12/01/2025,Satisfactory,543271.0,,,2025/12285_250721.PDF,False,False,2,31803,2,"Dallas, TX"
34908,Cogent Bank,FL,ORLANDO,Intermediate Small Bank Evaluation,12/01/2023,Satisfactory,1538946.0,,,2023/34908_230710.PDF,False,False,3,31230,3,"Pinellas, FL"
5615,Chambers Bank,AR,DANVILLE,Intermediate Small Bank Evaluation,12/01/2022,Satisfactory,1239937.0,,,2022/5615_220621.PDF,False,False,4,31007,2,"Dallas, TX"
11666,D. L. Evans Bank,ID,BURLEY,Large Bank Evaluation,03/01/2024,Satisfactory,3071088.0,Low Satisfactory,High Satisfactory,2023/11666_230918.PDF,False,True,10,30333,3,"Salt Lake, UT"
58310,US Metro Bank,CA,GARDEN GROVE,Intermediate Small Bank Evaluation,05/01/2026,Satisfactory,1566784.0,,,2026/58310_260120.PDF,False,False,5,30235,3,"Orange, CA"
953,Bankers Trust Company,IA,DES MOINES,Large Bank Evaluation,02/01/2026,Outstanding,7542729.0,Outstanding,Outstanding,2025/953_250922.PDF,False,False,5,29959,1,"Maricopa, AZ"
34607,First Internet Bank of Indiana,IN,FISHERS,Strategic Plan Evaluation,11/01/2024,Satisfactory,5320616.0,,,2024/34607_240528.PDF,False,False,1,29959,1,"Maricopa, AZ"
19008,Parkway Bank and Trust Company,IL,HARWOOD HEIGHTS,Large Bank Evaluation,08/01/2024,Satisfactory,3435859.0,Low Satisfactory,Low Satisfactory,2024/19008_240401.PDF,True,True,4,29959,1,"Maricopa, AZ"
9123,Western State Bank,ND,DEVILS LAKE,Large Bank Evaluation,05/01/2024,Satisfactory,2072686.0,Low Satisfactory,High Satisfactory,2023/9123_231127.PDF,False,True,6,29959,1,"Maricopa, AZ"
19396,Unison Bank,ND,JAMESTOWN,Intermediate Small Bank Evaluation,05/01/2024,Satisfactory,580594.0,,,2023/19396_231106.PDF,False,False,1,29959,1,"Maricopa, AZ"
23498,"TBK BANK, SSB",TX,DALLAS,Large Bank Evaluation,07/01/2026,Satisfactory,6351153.0,High Satisfactory,Outstanding,2026/23498_260120.PDF,False,False,4,29800,2,"Dallas, TX"
12219,"First State Bank of St. Charles, Missouri",MO,ST. CHARLES,Intermediate Small Bank Evaluation,01/01/2025,Satisfactory,549922.0,,,2024/12219_240722.PDF,False,False,4,29468,3,"Jackson, MO"
27998,Guardian Savings Bank,OH,WEST CHESTER,Intermediate Small Bank Evaluation,02/01/2026,Satisfactory,1347887.0,,,2025/27998_250922.PDF,False,False,8,28330,3,"Hamilton, OH"
10619,Hawthorn Bank,MO,JEFFERSON CITY,Large Bank Evaluation,11/01/2024,Satisfactory,1825851.0,High Satisfactory,Low Satisfactory,2024/10619_240429.PDF,True,True,5,28256,3,"Jackson, MO"
19401,Capital Bank,TX,JACINTO CITY,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,620198.0,,,2024/19401_241015.PDF,False,False,7,27356,1,"Harris, TX"
59185,Gulf Capital Bank,TX,HOUSTON,Intermediate Small Bank Evaluation,03/01/2025,Satisfactory,544422.0,,,2024/59185_241118.PDF,False,False,1,27356,1,"Harris, TX"
16470,Jefferson Bank,TX,SAN ANTONIO,Large Bank Evaluation,03/01/2026,Satisfactory,2802550.0,Low Satisfactory,Outstanding,2025/16470_251014.PDF,False,True,1,27015,1,"Travis, TX"
3256,"Horizon Bank, SSB",TX,AUSTIN,Large Bank Evaluation,02/01/2024,Satisfactory,2583927.0,Outstanding,High Satisfactory,2023/3256_231023.PDF,False,False,3,27015,1,"Travis, TX"
11935,First Texas Bank,TX,GEORGETOWN,Intermediate Small Bank Evaluation,06/01/2025,Satisfactory,1281115.0,,,2025/11935_250218.PDF,False,False,1,27015,1,"Travis, TX"
12299,"SouthStar Bank, S.S.B.",TX,MOULTON,Intermediate Small Bank Evaluation,02/01/2026,Satisfactory,1264496.0,,,2025/12299_250818.PDF,False,False,3,27015,1,"Travis, TX"
58509,Frontier Bank of Texas,TX,ELGIN,Intermediate Small Bank Evaluation,04/01/2025,Satisfactory,867668.0,,,2024/58509_241125.PDF,False,False,3,27015,1,"Travis, TX"
35530,First Carolina Bank,NC,ROCKY MOUNT,Intermediate Small Bank Evaluation,06/01/2025,Satisfactory,2890968.0,,,2024/35530_240715.PDF,False,False,4,26261,3,"Richland, SC"
9620,First Bank,FL,CLEWISTON,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,739517.0,,,2025/9620_250218.PDF,False,False,3,25295,3,"Lee, FL"
35151,New Millennium Bank,NJ,FORT LEE,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,766925.0,,,2023/35151_231106.PDF,False,False,6,24939,3,"New York, NY"
16068,Apple Bank for Savings,NY,NEW YORK,Large Bank Evaluation,01/01/2024,Satisfactory,16888361.0,Low Satisfactory,High Satisfactory,2023/16068_230622.PDF,False,True,16,24883,3,"New York, NY"
57919,ConnectOne Bank,NJ,ENGLEWOOD CLIFFS,Large Bank Evaluation,07/01/2026,Satisfactory,14013611.0,Outstanding,Low Satisfactory,2025/57919_251230.PDF,True,True,8,24677,3,"New York, NY"
35095,TowneBank,VA,PORTSMOUTH,Large Bank Evaluation,02/01/2026,Outstanding,17511883.0,Outstanding,Outstanding,2025/35095_250707.PDF,False,False,7,24450,3,"Charleston, SC"
35295,Southern First Bank,SC,GREENVILLE,Large Bank Evaluation,05/01/2025,Satisfactory,4056256.0,High Satisfactory,High Satisfactory,2024/35295_240415.PDF,False,False,7,24450,3,"Charleston, SC"
20369,Heartland Bank and Trust Company,IL,BLOOMINGTON,Large Bank Evaluation,05/01/2024,Satisfactory,4988192.0,High Satisfactory,High Satisfactory,2023/20369_231113.PDF,False,False,5,23973,3,"Champaign, IL"
3121,First Bank,TX,BURKBURNETT,Intermediate Small Bank Evaluation,09/01/2023,Satisfactory,617324.0,,,2023/3121_230227.PDF,False,False,3,23959,2,"Collin, TX"
8120,"Magnolia Bank, Incorporated",KY,ELIZABETHTOWN,Intermediate Small Bank Evaluation,02/01/2024,Satisfactory,452507.0,,,2022/8120_221011.PDF,False,False,2,23324,2,"Orange, CA"
22134,Cache Valley Bank,UT,LOGAN,Large Bank Evaluation,08/01/2025,Satisfactory,3281738.0,High Satisfactory,Low Satisfactory,2025/22134_250210.PDF,True,True,2,23263,2,"Salt Lake, UT"
17159,Bank of Utah,UT,OGDEN,Large Bank Evaluation,11/01/2023,Satisfactory,2406732.0,High Satisfactory,High Satisfactory,2023/17159_230425.PDF,False,False,8,23263,2,"Salt Lake, UT"
22738,First Utah Bank,UT,SALT LAKE CITY,Intermediate Small Bank Evaluation,08/01/2024,Satisfactory,717616.0,,,2024/22738_240422.PDF,False,False,7,23263,2,"Salt Lake, UT"
33823,Capital Community Bank,UT,PROVO,Strategic Plan Evaluation,06/01/2023,Satisfactory,615323.0,,,2023/33823_230109.PDF,False,False,7,23263,2,"Salt Lake, UT"
7468,First Commonwealth Bank,PA,INDIANA,Large Bank Evaluation,09/01/2023,Satisfactory,9616830.0,High Satisfactory,High Satisfactory,2023/7468_230322.PDF,False,False,9,23141,2,"Franklin, OH"
15423,American Bank Of Freedom,MO,WELLSVILLE,Intermediate Small Bank Evaluation,03/01/2024,Satisfactory,779764.0,,,2023/15423_231010.PDF,False,False,3,23060,2,"Davidson, TN"
29209,NexBank,TX,DALLAS,Large Bank Evaluation,09/01/2025,Satisfactory,13943020.0,High Satisfactory,Low Satisfactory,2025/29209_250331.PDF,True,True,2,23030,1,"Dallas, TX"
34728,Independent Bank,TN,MEMPHIS,Intermediate Small Bank Evaluation,05/01/2026,Satisfactory,1728890.0,,,2025/34728_251103.PDF,False,False,1,23030,1,"Dallas, TX"
59093,International Bank of Commerce,OK,OKLAHOMA CITY,Large Bank Evaluation,01/01/2025,Satisfactory,1548823.0,Outstanding,Low Satisfactory,2024/59093_240624.PDF,True,True,1,23030,1,"Dallas, TX"
3182,MapleMark Bank,TX,DALLAS,Intermediate Small Bank Evaluation,12/01/2024,Satisfactory,1168141.0,,,2024/3182_240708.PDF,False,False,1,23030,1,"Dallas, TX"
57522,Tolleson Private Bank,TX,DALLAS,Strategic Plan Evaluation,04/01/2025,Satisfactory,964399.0,,,2024/57522_240916.PDF,False,False,2,23030,1,"Dallas, TX"
57922,Harmony Bank,TX,DALLAS,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,784501.0,,,2025/57922_250303.PDF,False,False,6,23030,1,"Dallas, TX"
58483,Pegasus Bank,TX,DALLAS,Intermediate Small Bank Evaluation,02/01/2021,Satisfactory,776213.0,High Satisfactory,Outstanding,2020/58483_200803.PDF,False,False,3,23030,1,"Dallas, TX"
58852,Liberty Capital Bank,TX,ADDISON,Intermediate Small Bank Evaluation,12/01/2025,Satisfactory,505291.0,,,2025/58852_250818.PDF,False,False,1,23030,1,"Dallas, TX"
33539,Preferred Bank,CA,LOS ANGELES,Large Bank Evaluation,07/01/2026,Satisfactory,7601679.0,High Satisfactory,Outstanding,2026/33539_260309.PDF,False,False,3,22971,2,"Orange, CA"
58816,Royal Business Bank,CA,LOS ANGELES,Large Bank Evaluation,10/01/2023,Satisfactory,4106226.0,High Satisfactory,High Satisfactory,2023/58816_230515.PDF,False,False,2,22971,2,"Orange, CA"
11507,The Fidelity Bank,NC,FUQUAY VARINA,Large Bank Evaluation,03/01/2026,Satisfactory,4263695.0,Low Satisfactory,Low Satisfactory,2025/11507_250902.PDF,True,True,15,22750,3,"Wake, NC"
21573,Bank of Tennessee,TN,KINGSPORT,Large Bank Evaluation,11/01/2024,Satisfactory,1875869.0,Low Satisfactory,Low Satisfactory,2024/21573_240520.PDF,True,True,2,22634,2,"Davidson, TN"
57841,Valliance Bank,OK,OKLAHOMA CITY,Intermediate Small Bank Evaluation,11/01/2024,Satisfactory,644637.0,,,2024/57841_240603.PDF,False,False,2,22493,2,"Collin, TX"
20231,Pinnacle Bank,TX,FORT WORTH,Large Bank Evaluation,03/01/2025,Outstanding,2747997.0,High Satisfactory,High Satisfactory,2024/20231_240819.PDF,False,False,13,22416,2,"Brazos, TX"
