cert,name,state,city,method,pe_date,overall,assets_k,inv,svc,file_id,svc_gap,in_old_universe,branches_topneed,exposure,n_topneed_counties,top_county
33682,State Bank of India,NY,NEW YORK,Wholesale Bank Evaluation,10/01/2024,Satisfactory,17619486.0,,,2024/33682_240617.PDF,False,False,1,9494,1,"New York, NY"
19977,Israel Discount Bank of New York,NY,NEW YORK,Wholesale Bank Evaluation,02/01/2024,Outstanding,12224444.0,,,2023/19977_230801.PDF,False,False,1,9494,1,"New York, NY"
33686,Bank Hapoalim B.M.,NY,NEW YORK,Wholesale Bank Evaluation,04/01/2025,Outstanding,9276847.0,,,2024/33686_241202.PDF,False,False,1,9494,1,"New York, NY"
33681,Bank of Baroda,NY,NEW YORK,Wholesale Bank Evaluation,04/01/2024,Satisfactory,9084593.0,,,2023/33681_231129.PDF,False,False,1,9494,1,"New York, NY"
622,Amalgamated Bank,NY,NEW YORK,Large Bank Evaluation,10/01/2024,Satisfactory,8006087.0,High Satisfactory,Low Satisfactory,2024/622_240325.PDF,True,True,2,9494,1,"New York, NY"
33648,Bank of India,NY,NEW YORK,Wholesale Bank Evaluation,08/01/2026,Satisfactory,7724252.0,,,2026/33648_260504.PDF,False,False,1,9494,1,"New York, NY"
16026,Ridgewood Savings Bank,NY,RIDGEWOOD,Large Bank Evaluation,06/01/2026,Satisfactory,7379699.0,High Satisfactory,High Satisfactory,2026/16026_260127.PDF,False,False,2,9494,1,"New York, NY"
25093,Habib American Bank,NY,NEW YORK,Large Bank Evaluation,12/01/2025,Satisfactory,2856490.0,Low Satisfactory,Low Satisfactory,2025/25093_250714.PDF,True,True,1,9494,1,"New York, NY"
24516,Interaudi Bank,NY,NEW YORK,Wholesale Bank Evaluation,08/01/2025,Satisfactory,2464704.0,,,2025/24516_250401.PDF,False,False,1,9494,1,"New York, NY"
58675,Hanover Community Bank,NY,GARDEN CITY PARK,Intermediate Small Bank Evaluation,03/01/2024,Satisfactory,2121181.0,,,2023/58675_230926.PDF,False,False,2,9494,1,"New York, NY"
29147,NorthEast Community Bank,NY,WHITE PLAINS,Intermediate Small Bank Evaluation,11/01/2024,Outstanding,1851203.0,,,2024/29147_240506.PDF,False,False,2,9494,1,"New York, NY"
24823,International Finance Bank,FL,MIAMI,Intermediate Small Bank Evaluation,07/01/2026,Satisfactory,1360753.0,,,2025/24823_250728.PDF,False,False,1,9494,1,"New York, NY"
14679,Industrial Bank,DC,WASHINGTON,Large Bank Evaluation,08/01/2026,Satisfactory,754310.0,Outstanding,Outstanding,2025/14679_250714.PDF,False,False,1,9494,1,"New York, NY"
27503,The Berkshire Bank,NY,NEW YORK,Intermediate Small Bank Evaluation,08/01/2026,Needs to Improve,542277.0,,,2026/27503_260504.PDF,False,False,3,9494,1,"New York, NY"
59154,Piermont Bank,NY,NEW YORK,Intermediate Small Bank Evaluation,11/01/2025,Satisfactory,488742.0,,,2025/59154_250505.PDF,False,False,1,9494,1,"New York, NY"
1833,State Bank,IN,BROWNSBURG,Intermediate Small Bank Evaluation,07/01/2024,Satisfactory,826123.0,,,2024/1833_240213.PDF,False,False,1,9394,1,"Tippecanoe, IN"
20099,Texas Exchange Bank,TX,CROWLEY,Wholesale Bank Evaluation,11/01/2023,Satisfactory,2666616.0,,,2023/20099_230605.PDF,False,False,2,8773,1,"Tarrant, TX"
3230,Grandview Bank,TX,GRANDVIEW,Intermediate Small Bank Evaluation,01/01/2024,Satisfactory,498088.0,,,2023/3230_230821.PDF,False,False,1,8773,1,"Tarrant, TX"
21329,NBT Financial Bank,TX,FORT WORTH,Intermediate Small Bank Evaluation,09/01/2024,Satisfactory,451922.0,,,2024/21329_240513.PDF,False,False,3,8773,1,"Tarrant, TX"
13109,Jackson County Bank,IN,SEYMOUR,Intermediate Small Bank Evaluation,06/01/2025,Satisfactory,1011206.0,,,2025/13109_250122.PDF,False,False,4,8660,1,"Monroe, IN"
14113,The Peoples State Bank,IN,ELLETTSVILLE,Intermediate Small Bank Evaluation,06/01/2023,Satisfactory,421038.0,,,2023/14113_230126.PDF,False,False,7,8660,1,"Monroe, IN"
8785,Peoples Exchange Bank,KY,WINCHESTER,Intermediate Small Bank Evaluation,08/01/2024,Satisfactory,544878.0,,,2024/8785_240311.PDF,False,False,1,8595,1,"Fayette, KY"
16970,"Peoples Bank of  Kentucky, Inc.",KY,FLEMINGSBURG,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,492192.0,,,2024/16970_240805.PDF,False,False,1,8595,1,"Fayette, KY"
59106,Beacon Community Bank,SC,MOUNT PLEASANT,Intermediate Small Bank Evaluation,05/01/2026,Satisfactory,957482.0,,,2025/59106_251201.PDF,False,False,5,8496,1,"Charleston, SC"
26912,The Bank of South Carolina,SC,CHARLESTON,Intermediate Small Bank Evaluation,11/01/2023,Satisfactory,646413.0,,,2023/26912_230605.PDF,False,False,5,8496,1,"Charleston, SC"
11539,Enterprise Bank of South Carolina,SC,EHRHARDT,Intermediate Small Bank Evaluation,06/01/2025,Satisfactory,459189.0,,,2025/11539_250106.PDF,False,False,1,8496,1,"Charleston, SC"
9366,Peoples Bank,MS,MENDENHALL,Intermediate Small Bank Evaluation,04/01/2024,Satisfactory,457208.0,,,2023/9366_230821.PDF,False,False,1,8496,1,"Charleston, SC"
12769,First United Bank,TX,DIMMITT,Large Bank Evaluation,09/01/2024,Satisfactory,2195446.0,High Satisfactory,Low Satisfactory,2024/12769_240408.PDF,True,True,5,8427,1,"Lubbock, TX"
1720,Western Bank,TX,LUBBOCK,Intermediate Small Bank Evaluation,12/01/2025,Satisfactory,811134.0,,,2025/1720_250804.PDF,False,False,4,8427,1,"Lubbock, TX"
16652,Southwest Bank,TX,ODESSA,Intermediate Small Bank Evaluation,07/01/2024,Satisfactory,664203.0,,,2024/16652_240226.PDF,False,False,2,8427,1,"Lubbock, TX"
27235,STAR Financial Bank,IN,FORT WAYNE,Large Bank Evaluation,08/01/2023,Satisfactory,2925303.0,High Satisfactory,High Satisfactory,2023/27235_230417.PDF,False,False,3,8283,1,"Marion, IN"
15632,Greenfield Banking Company,IN,GREENFIELD,Intermediate Small Bank Evaluation,10/01/2024,Satisfactory,866848.0,,,2024/15632_240513.PDF,False,False,1,8283,1,"Marion, IN"
9647,Citizens Bank,IN,MOORESVILLE,Intermediate Small Bank Evaluation,01/01/2026,Satisfactory,663281.0,,,2025/9647_250728.PDF,False,False,1,8283,1,"Marion, IN"
15359,Southern Bank and Trust Company,NC,MOUNT OLIVE,Large Bank Evaluation,10/01/2024,Satisfactory,4758607.0,High Satisfactory,Low Satisfactory,2024/15359_240409.PDF,True,True,1,8275,1,"Wake, NC"
58239,Providence Bank,NC,ROCKY MOUNT,Intermediate Small Bank Evaluation,10/01/2025,Satisfactory,1354984.0,,,2025/58239_250505.PDF,False,False,1,8275,1,"Wake, NC"
2036,Farmers & Merchants Bank,NC,GRANITE QUARRY,Intermediate Small Bank Evaluation,10/01/2023,Satisfactory,978850.0,,,2023/2036_230404.PDF,False,False,1,8275,1,"Wake, NC"
29771,"KS Bank, Inc.",NC,SMITHFIELD,Intermediate Small Bank Evaluation,02/01/2024,Satisfactory,586583.0,,,2023/29771_230918.PDF,False,False,2,8275,1,"Wake, NC"
12266,Mechanics & Farmers Bank,NC,DURHAM,Intermediate Small Bank Evaluation,01/01/2025,Satisfactory,427985.0,,,2024/12266_240625.PDF,False,False,2,8275,1,"Wake, NC"
1365,Peoples Bank and Trust Company,KS,MCPHERSON,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,1185096.0,,,2024/1365_241007.PDF,False,False,3,8261,1,"Sedgwick, KS"
16402,The Bennington State Bank,KS,SALINA,Intermediate Small Bank Evaluation,07/01/2024,Satisfactory,987146.0,,,2023/16402_230807.PDF,False,False,1,8261,1,"Sedgwick, KS"
17676,Legacy Bank,KS,COLWICH,Intermediate Small Bank Evaluation,04/01/2024,Satisfactory,683664.0,,,2023/17676_231204.PDF,False,False,8,8261,1,"Sedgwick, KS"
58410,Cross River Bank,NJ,FORT LEE,Large Bank Evaluation,10/01/2025,Outstanding,8725705.0,Outstanding,High Satisfactory,2024/58410_240308.PDF,False,False,1,8181,1,"Bergen, NJ"
30076,"Spencer Savings Bank, SLA",NJ,ELMWOOD PARK,Large Bank Evaluation,04/01/2026,Outstanding,3982331.0,Outstanding,Outstanding,2025/30076_250915.PDF,False,False,16,8181,1,"Bergen, NJ"
35541,BCB Community Bank,NJ,BAYONNE,Large Bank Evaluation,01/01/2025,Satisfactory,3847694.0,High Satisfactory,Outstanding,2024/35541_240625.PDF,False,False,3,8181,1,"Bergen, NJ"
18198,Ion Bank,CT,NAUGATUCK,Large Bank Evaluation,08/01/2024,Satisfactory,2083933.0,Low Satisfactory,High Satisfactory,2023/18198_230530.PDF,False,True,11,8181,1,"Bergen, NJ"
30039,Haven Savings Bank,NJ,HOBOKEN,Intermediate Small Bank Evaluation,04/01/2025,Satisfactory,1112722.0,,,2024/30039_240117.PDF,False,False,1,8181,1,"Bergen, NJ"
29941,Bogota Savings Bank,NJ,TEANECK,Intermediate Small Bank Evaluation,08/01/2023,Satisfactory,850711.0,,,2023/29941_230313.PDF,False,False,5,8181,1,"Bergen, NJ"
58712,Freedom Bank,NJ,MAYWOOD,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,768667.0,,,2025/58712_250218.PDF,False,False,4,8181,1,"Bergen, NJ"
12383,Carrollton Bank,IL,CARROLLTON,Large Bank Evaluation,06/01/2025,Outstanding,3444964.0,Outstanding,Outstanding,2024/12383_241212.PDF,False,False,3,8113,1,"St. Louis, MO"
33005,FCB Banks,IL,COLLINSVILLE,Large Bank Evaluation,05/01/2025,Satisfactory,2384266.0,Low Satisfactory,High Satisfactory,2024/33005_241007.PDF,False,True,3,8113,1,"St. Louis, MO"
8892,SULLIVAN BANK,MO,SULLIVAN,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,1167708.0,,,2025/8892_250310.PDF,False,False,1,8113,1,"St. Louis, MO"
8889,Midwest Regional Bank,MO,CLAYTON,Intermediate Small Bank Evaluation,10/01/2025,Satisfactory,1104470.0,,,2025/8889_250623.PDF,False,False,4,8113,1,"St. Louis, MO"
12627,Bank of Washington,MO,WASHINGTON,Intermediate Small Bank Evaluation,10/01/2023,Satisfactory,1063156.0,,,2023/12627_230501.PDF,False,False,1,8113,1,"St. Louis, MO"
19512,Royal Banks of Missouri,MO,UNIVERSITY CITY,Intermediate Small Bank Evaluation,12/01/2024,Satisfactory,1019214.0,,,2024/19512_240506.PDF,False,False,10,8113,1,"St. Louis, MO"
4549,CNB St Louis Bank,MO,MAPLEWOOD,Intermediate Small Bank Evaluation,12/01/2024,Satisfactory,766648.0,,,2024/4549_240812.PDF,False,False,4,8113,1,"St. Louis, MO"
58121,Triad Bank,MO,FRONTENAC,Intermediate Small Bank Evaluation,10/01/2023,Satisfactory,747942.0,,,2023/58121_230710.PDF,False,False,2,8113,1,"St. Louis, MO"
58018,St. Louis Bank,MO,SAINT LOUIS,Intermediate Small Bank Evaluation,05/01/2023,Satisfactory,712349.0,,,2023/58018_230117.PDF,False,False,1,8113,1,"St. Louis, MO"
15264,Peoples Savings Bank of Rhineland,MO,RHINELAND,Intermediate Small Bank Evaluation,10/01/2025,Satisfactory,663279.0,,,2025/15264_250421.PDF,False,False,1,8113,1,"St. Louis, MO"
22257,Colony Bank,GA,FITZGERALD,Large Bank Evaluation,01/01/2024,Satisfactory,3091464.0,Low Satisfactory,High Satisfactory,2023/22257_230731.PDF,False,True,1,8024,1,"Leon, FL"
21292,PeoplesSouth Bank,GA,COLQUITT,Intermediate Small Bank Evaluation,09/01/2023,Satisfactory,1046629.0,,,2023/21292_230331.PDF,False,False,2,8024,1,"Leon, FL"
58694,Prime Meridian Bank,FL,TALLAHASSEE,Intermediate Small Bank Evaluation,04/01/2025,Satisfactory,893283.0,,,2024/58694_250301.PDF,False,False,1,8024,1,"Leon, FL"
2315,Armstrong Bank,OK,MUSKOGEE,Large Bank Evaluation,07/01/2024,Satisfactory,2446898.0,High Satisfactory,Low Satisfactory,2024/2315_240108.PDF,True,True,1,7977,1,"Washington, AR"
19288,Firstar Bank,OK,SALLISAW,Intermediate Small Bank Evaluation,08/01/2023,Satisfactory,952630.0,,,2023/19288_230501.PDF,False,False,1,7977,1,"Washington, AR"
32084,Grand Savings Bank,OK,GROVE,Intermediate Small Bank Evaluation,06/01/2023,Satisfactory,789748.0,,,2023/32084_230130.PDF,False,False,3,7977,1,"Washington, AR"
89,Signature Bank of Arkansas,AR,FAYETTEVILLE,Intermediate Small Bank Evaluation,06/01/2021,Satisfactory,749590.0,High Satisfactory,High Satisfactory,2021/89_210111.PDF,False,False,3,7977,1,"Washington, AR"
88,Generations Bank,AR,ROGERS,Intermediate Small Bank Evaluation,06/01/2023,Satisfactory,743472.0,,,2022/88_221205.PDF,False,False,2,7977,1,"Washington, AR"
9923,Anderson Brothers Bank,SC,MULLINS,Intermediate Small Bank Evaluation,10/01/2024,Satisfactory,1752391.0,,,2024/9923_240226.PDF,False,False,11,7963,1,"Horry, SC"
15932,The Citizens Bank,SC,OLANTA,Intermediate Small Bank Evaluation,10/01/2025,Satisfactory,1027511.0,,,2025/15932_250331.PDF,False,False,6,7963,1,"Horry, SC"
16723,Carolina Bank & Trust Co.,SC,LAMAR,Intermediate Small Bank Evaluation,04/01/2023,Satisfactory,790549.0,,,2022/16723_220926.PDF,False,False,1,7963,1,"Horry, SC"
175,The Commercial Bank,GA,CRAWFORD,Intermediate Small Bank Evaluation,11/01/2024,Satisfactory,445201.0,,,2024/175_240520.PDF,False,False,1,7886,1,"Clarke, GA"
25886,Rio Bank,TX,MCALLEN,Intermediate Small Bank Evaluation,03/01/2025,Satisfactory,936408.0,,,2024/25886_241104.PDF,False,False,1,7865,1,"Hays, TX"
10344,Schertz Bank & Trust,TX,SCHERTZ,Intermediate Small Bank Evaluation,08/01/2025,Satisfactory,880647.0,,,2025/10344_250421.PDF,False,False,1,7865,1,"Hays, TX"
25621,"Sage Capital Bank,",TX,GONZALES,Intermediate Small Bank Evaluation,06/01/2023,Satisfactory,668961.0,,,2022/25621_221128.PDF,False,False,1,7865,1,"Hays, TX"
34120,Bank of Ann Arbor,MI,ANN ARBOR,Large Bank Evaluation,05/01/2025,Satisfactory,3150538.0,Low Satisfactory,High Satisfactory,2024/34120_241112.PDF,False,True,6,7765,1,"Washtenaw, MI"
14587,University Bank,MI,ANN ARBOR,Strategic Plan Evaluation,02/01/2025,Satisfactory,940473.0,,,2024/14587_240819.PDF,False,False,2,7765,1,"Washtenaw, MI"
57348,SouthEast Bank,TN,FARRAGUT,Strategic Plan Evaluation,10/01/2025,Satisfactory,3294195.0,,,2025/57348_250901.PDF,False,False,5,7687,1,"Knox, TN"
10307,Builtwell Bank,TN,CHATTANOOGA,Intermediate Small Bank Evaluation,08/01/2024,Satisfactory,1796911.0,,,2024/10307_240311.PDF,False,False,1,7687,1,"Knox, TN"
14851,Citizens Bank,TN,ELIZABETHTON,Intermediate Small Bank Evaluation,12/01/2025,Satisfactory,1324247.0,,,2025/14851_250804.PDF,False,False,3,7687,1,"Knox, TN"
9176,Apex Bank,TN,CAMDEN,Intermediate Small Bank Evaluation,10/01/2025,Satisfactory,1262637.0,,,2025/9176_250303.PDF,False,False,3,7687,1,"Knox, TN"
17077,First US Bank,AL,BIRMINGHAM,Intermediate Small Bank Evaluation,04/01/2024,Satisfactory,1067674.0,,,2023/17077_230919.PDF,False,False,2,7687,1,"Knox, TN"
1700,First Century Bank,TN,TAZEWELL,Intermediate Small Bank Evaluation,11/01/2023,Satisfactory,579519.0,,,2023/1700_230620.PDF,False,False,4,7687,1,"Knox, TN"
31236,Hearthside Bank Corporation,KY,MIDDLESBORO,Intermediate Small Bank Evaluation,10/01/2024,Satisfactory,519818.0,,,2024/31236_240603.PDF,False,False,1,7687,1,"Knox, TN"
16389,Bank of Travelers Rest,SC,TRAVELERS REST,Intermediate Small Bank Evaluation,12/01/2023,Satisfactory,1317464.0,,,2023/16389_230814.PDF,False,False,11,7679,1,"Greenville, SC"
9155,Countybank,SC,GREENWOOD,Intermediate Small Bank Evaluation,05/01/2026,Satisfactory,736413.0,,,2025/9155_251117.PDF,False,False,5,7679,1,"Greenville, SC"
1373,BOM Bank,LA,NATCHITOCHES,Intermediate Small Bank Evaluation,11/01/2023,Satisfactory,884021.0,,,2023/1373_230501.PDF,False,False,1,7531,1,"Montgomery, TX"
25795,Peoples Bank & Trust,GA,BUFORD,Intermediate Small Bank Evaluation,10/01/2023,Satisfactory,530321.0,,,2023/25795_230501.PDF,False,False,1,7264,1,"Gwinnett, GA"
58255,River Bank & Trust,AL,PRATTVILLE,Large Bank Evaluation,10/01/2023,Satisfactory,2833353.0,High Satisfactory,High Satisfactory,2023/58255_230427.PDF,False,False,3,7222,1,"Lee, AL"
15310,"CB&S Bank, Inc.",AL,RUSSELLVILLE,Large Bank Evaluation,10/01/2024,Satisfactory,2487343.0,High Satisfactory,High Satisfactory,2023/15310_231127.PDF,False,False,1,7222,1,"Lee, AL"
5598,Troy Bank & Trust Company,AL,TROY,Intermediate Small Bank Evaluation,09/01/2024,Satisfactory,1533267.0,,,2024/5598_240220.PDF,False,False,2,7222,1,"Lee, AL"
30470,Manasquan Bank,NJ,MANASQUAN,Large Bank Evaluation,02/01/2024,Satisfactory,2795423.0,Outstanding,High Satisfactory,2023/30470_230911.PDF,False,False,5,7208,1,"Ocean, NJ"
34259,Crown Bank,NJ,ELIZABETH,Intermediate Small Bank Evaluation,06/01/2023,Outstanding,569908.0,,,2023/34259_230124.PDF,False,False,1,7208,1,"Ocean, NJ"
28489,Banner Bank,WA,WALLA WALLA,Large Bank Evaluation,07/01/2025,Outstanding,16199722.0,Outstanding,Outstanding,2024/28489_241217.PDF,False,False,3,7070,1,"Ada, ID"
1281,Washington Trust Bank,WA,SPOKANE,Large Bank Evaluation,01/01/2026,Satisfactory,10702785.0,High Satisfactory,High Satisfactory,2025/1281_250707.PDF,False,False,4,7070,1,"Ada, ID"
29012,Heritage Bank,WA,OLYMPIA,Large Bank Evaluation,01/01/2024,Satisfactory,7233406.0,High Satisfactory,Low Satisfactory,2023/29012_230705.PDF,True,True,1,7070,1,"Ada, ID"
58095,Idaho First Bank,ID,MCCALL,Intermediate Small Bank Evaluation,10/01/2023,Satisfactory,579738.0,,,2023/58095_230508.PDF,False,False,2,7070,1,"Ada, ID"
19459,United Community Bank,IL,CHATHAM,Large Bank Evaluation,10/01/2025,Satisfactory,3859236.0,High Satisfactory,High Satisfactory,2025/19459_250324.PDF,False,False,1,7003,1,"Collier, FL"
24156,Ocean Bank,FL,MIAMI,Large Bank Evaluation,12/01/2023,Satisfactory,5986172.0,Low Satisfactory,Low Satisfactory,2023/24156_230606.PDF,True,True,1,7002,1,"Palm Beach, FL"
58481,First Bank,NJ,HAMILTON,Large Bank Evaluation,09/01/2024,Satisfactory,3609326.0,High Satisfactory,High Satisfactory,2024/58481_240221.PDF,False,False,1,7002,1,"Palm Beach, FL"
17323,First State Community Bank,MO,FARMINGTON,Large Bank Evaluation,06/01/2023,Outstanding,3830509.0,Outstanding,Outstanding,2022/17323_221107.PDF,False,False,3,6901,1,"Boone, MO"
11459,Mid America Bank,MO,JEFFERSON CITY,Intermediate Small Bank Evaluation,04/01/2024,Satisfactory,866969.0,,,2023/11459_231211.PDF,False,False,1,6901,1,"Boone, MO"
19212,First Midwest Bank of the Ozarks,MO,POPLAR BLUFF,Intermediate Small Bank Evaluation,06/01/2023,Satisfactory,648776.0,,,2023/19212_230206.PDF,False,False,2,6901,1,"Boone, MO"
14492,HomeBank,MO,PALMYRA,Intermediate Small Bank Evaluation,04/01/2024,Satisfactory,520412.0,,,2023/14492_230320.PDF,False,False,1,6901,1,"Boone, MO"
57756,CoastalStates Bank,SC,HILTON HEAD ISLAND,Intermediate Small Bank Evaluation,11/01/2022,Satisfactory,1711718.0,,,2022/57756_220628.PDF,False,False,1,6796,1,"Cobb, GA"
14650,Hills Bank and Trust Company,IA,HILLS,Large Bank Evaluation,07/01/2023,Outstanding,3936897.0,Outstanding,Outstanding,2023/14650_230316.PDF,False,False,10,6287,1,"Johnson, IA"
15614,West Bank,IA,WEST DES MOINES,Large Bank Evaluation,01/01/2024,Outstanding,3676875.0,High Satisfactory,High Satisfactory,2023/15614_230911.PDF,False,False,1,6287,1,"Johnson, IA"
14209,Farmers State Bank,IA,MARION,Intermediate Small Bank Evaluation,09/01/2023,Satisfactory,1040259.0,,,2023/14209_230418.PDF,False,False,1,6287,1,"Johnson, IA"
11578,Burke & Herbert Bank & Trust Company,VA,ALEXANDRIA,Large Bank Evaluation,11/01/2023,Satisfactory,3563307.0,Low Satisfactory,High Satisfactory,2023/11578_230501.PDF,False,True,1,6285,1,"Montgomery, VA"
15118,Gateway First Bank,OK,JENKS,Large Bank Evaluation,06/01/2023,Satisfactory,1877908.0,,Substantial Non Complianc,2023/15118_230130.PDF,True,False,1,6271,1,"Larimer, CO"
3031,Points West Community Bank,CO,WINDSOR,Intermediate Small Bank Evaluation,05/01/2024,Satisfactory,773310.0,,,2024/3031_240122.PDF,False,False,3,6271,1,"Larimer, CO"
