cert,name,state,city,method,pe_date,overall,assets_k,inv,svc,file_id,svc_gap,in_old_universe
1700,First Century Bank,TN,TAZEWELL,Intermediate Small Bank Evaluation,11/01/2023,Satisfactory,579519.0,,,2023/1700_230620.PDF,False,False
33859,Catskill Hudson Bank,NY,MONTICELLO,Intermediate Small Bank Evaluation,06/01/2022,Satisfactory,579117.0,High Satisfactory,High Satisfactory,2022/33859_220118.PDF,False,False
58692,Intracoastal Bank,FL,PALM COAST,Intermediate Small Bank Evaluation,03/01/2026,Satisfactory,578418.0,,,2025/58692_251027.PDF,False,False
57127,Guardian Bank,GA,VALDOSTA,Intermediate Small Bank Evaluation,03/01/2026,Satisfactory,576762.0,,,2025/57127_251103.PDF,False,False
24922,Grand Valley Bank,UT,HEBER CITY,Intermediate Small Bank Evaluation,02/01/2024,Satisfactory,576581.0,,,2023/24922_231024.PDF,False,False
12936,Steuben Trust Company,NY,HORNELL,Intermediate Small Bank Evaluation,04/01/2020,Satisfactory,575985.0,Outstanding,High Satisfactory,2019/12936_191202.PDF,False,False
17348,South Story Bank & Trust,IA,SLATER,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,574716.0,,,2025/17348_250317.PDF,False,False
58574,Regal Bank,NJ,LIVINGSTON,Intermediate Small Bank Evaluation,07/01/2022,Satisfactory,572672.0,High Satisfactory,High Satisfactory,2022/58574_220228.PDF,False,False
18584,Commercial Bank,MI,ITHACA,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,572263.0,,,2024/18584_240916.PDF,False,False
57101,Mission Valley Bank,CA,SUN VALLEY,Strategic Plan Evaluation,04/01/2024,Satisfactory,572100.0,,,2023/57101_240321.PDF,False,False
8232,Bank of Holly Springs,MS,HOLLY SPRINGS,Intermediate Small Bank Evaluation,02/01/2026,Satisfactory,572064.0,,,2025/8232_250804.PDF,False,False
444,PS Bank,PA,WYALUSING,Intermediate Small Bank Evaluation,05/01/2025,Satisfactory,570525.0,,,2024/444_241118.PDF,False,False
34259,Crown Bank,NJ,ELIZABETH,Intermediate Small Bank Evaluation,06/01/2023,Outstanding,569908.0,,,2023/34259_230124.PDF,False,False
35221,Freedom Bank,IN,HUNTINGBURG,Intermediate Small Bank Evaluation,09/01/2025,Satisfactory,569113.0,,,2025/35221_250527.PDF,False,False
11952,"The Poca Valley Bank, Inc.",WV,WALTON,Intermediate Small Bank Evaluation,11/01/2024,Satisfactory,568336.0,,,2024/11952_240507.PDF,False,False
15321,First State Bank,IA,WEBSTER CITY,Intermediate Small Bank Evaluation,02/01/2024,Satisfactory,567346.0,,,2023/15321_231023.PDF,False,False
12241,Washington County Bank,NE,BLAIR,Intermediate Small Bank Evaluation,08/01/2023,Satisfactory,566518.0,,,2023/12241_230410.PDF,False,False
8200,Citizens Bank Minnesota,MN,NEW ULM,Intermediate Small Bank Evaluation,04/01/2025,Satisfactory,565982.0,,,2024/8200_241202.PDF,False,False
57124,First Community Bank of Central Alabama,AL,WETUMPKA,Intermediate Small Bank Evaluation,03/01/2024,Satisfactory,565938.0,,,2023/57124_231002.PDF,False,False
10685,Mifflinburg Bank and Trust Company,PA,MIFFLINBURG,Intermediate Small Bank Evaluation,01/01/2025,Satisfactory,565869.0,,,2024/10685_240826.PDF,False,False
26564,Delta Bank,LA,VIDALIA,Intermediate Small Bank Evaluation,03/01/2024,Satisfactory,565665.0,,,2023/26564_231016.PDF,False,False
8576,The Maries County Bank,MO,VIENNA,Intermediate Small Bank Evaluation,07/01/2023,Satisfactory,565347.0,,,2023/8576_230213.PDF,False,False
1143,Bank of Blue Valley,KS,MERRIAM,Intermediate Small Bank Evaluation,10/01/2019,Satisfactory,564833.0,High Satisfactory,High Satisfactory,2019/01143_190603.PDF,False,False
15871,The Peoples Bank,MS,RIPLEY,Intermediate Small Bank Evaluation,04/01/2026,Satisfactory,563936.0,,,2025/15871_251103.PDF,False,False
34973,Peoples Savings Bank,IA,INDIANOLA,Intermediate Small Bank Evaluation,08/01/2025,Satisfactory,563800.0,,,2025/34973_250407.PDF,False,False
21952,Countryside Bank,IL,COUNTRYSIDE,Large Bank Evaluation,11/01/2018,Satisfactory,563720.0,High Satisfactory,High Satisfactory,2018/21952_180416.PDF,False,False
17445,Community Bank,OR,JOSEPH,Intermediate Small Bank Evaluation,02/01/2022,Satisfactory,563467.0,High Satisfactory,High Satisfactory,2021/17445_211004.PDF,False,False
4619,Exchange Bank & Trust,KS,ATCHISON,Intermediate Small Bank Evaluation,05/01/2025,Satisfactory,562872.0,,,2025/4619_250113.PDF,False,False
58654,Gold Coast Bank,NY,ISLANDIA,Intermediate Small Bank Evaluation,10/01/2019,Satisfactory,562523.0,High Satisfactory,High Satisfactory,2019/58654_190614.PDF,False,False
31028,HomeTown  Bank,MN,REDWOOD FALLS,Intermediate Small Bank Evaluation,02/01/2024,Satisfactory,561867.0,,,2023/31028_231023.PDF,False,False
445,Mercer County State Bank,PA,SANDY LAKE,Intermediate Small Bank Evaluation,09/01/2024,Satisfactory,560933.0,,,2024/445_280408.PDF,False,False
35257,Union Community Bank,PA,MOUNT JOY,Intermediate Small Bank Evaluation,11/01/2018,Satisfactory,560249.0,High Satisfactory,High Satisfactory,2018/35257_180716.PDF,False,False
17431,Stone Bank,AR,MOUNTAIN VIEW,Intermediate Small Bank Evaluation,02/01/2021,Satisfactory,560085.0,High Satisfactory,High Satisfactory,2020/17431_200928.PDF,False,False
10903,Central State Bank,IA,STATE CENTER,Intermediate Small Bank Evaluation,04/01/2025,Satisfactory,559677.0,,,2024/10903_241113.PDF,False,False
29800,Lisle Savings Bank,IL,LISLE,Intermediate Small Bank Evaluation,04/01/2024,Satisfactory,559422.0,,,2023/29800_231113.PDF,False,False
17453,Apple River State Bank,IL,APPLE RIVER,Intermediate Small Bank Evaluation,10/01/2024,Satisfactory,557918.0,,,2024/17453_240429.PDF,False,False
13305,The New Washington State Bank,IN,NEW WASHINGTON,Intermediate Small Bank Evaluation,03/01/2025,Satisfactory,556960.0,,,2024/13305_240930.PDF,False,False
18038,Claremont Savings Bank,NH,CLAREMONT,Intermediate Small Bank Evaluation,05/01/2024,Satisfactory,555533.0,,,2023/18038_231127.PDF,False,False
29332,First Southern Bank,AL,FLORENCE,Intermediate Small Bank Evaluation,11/01/2023,Satisfactory,554384.0,,,2023/29332_230531.PDF,False,False
57298,1st Bank Yuma,AZ,YUMA,Intermediate Small Bank Evaluation,12/01/2022,Outstanding,553701.0,,,2022/57298_220801.PDF,False,False
12017,RSI BANK,NJ,RAHWAY,Intermediate Small Bank Evaluation,09/01/2020,Satisfactory,553265.0,Outstanding,High Satisfactory,2020/12017_200316.PDF,False,False
18361,Coulee Bank,WI,LA CROSSE,Intermediate Small Bank Evaluation,08/01/2025,Satisfactory,553149.0,,,2025/18361_250310.PDF,False,False
14869,Platte Valley Bank of Missouri,MO,PLATTE CITY,Intermediate Small Bank Evaluation,07/01/2018,Satisfactory,552095.0,High Satisfactory,High Satisfactory,2018/14869_180312.PDF,False,False
17639,RVR Bank,NE,FREMONT,Intermediate Small Bank Evaluation,01/01/2026,Satisfactory,551383.0,,,2025/17639_250728.PDF,False,False
57610,Redwood Capital Bank,CA,EUREKA,Intermediate Small Bank Evaluation,07/01/2023,Satisfactory,551130.0,,,2023/57610_230601.PDF,False,False
12219,"First State Bank of St. Charles, Missouri",MO,ST. CHARLES,Intermediate Small Bank Evaluation,01/01/2025,Satisfactory,549922.0,,,2024/12219_240722.PDF,False,False
21247,"First Kentucky Bank, Inc.",KY,MAYFIELD,Intermediate Small Bank Evaluation,07/01/2023,Satisfactory,549531.0,,,2023/21247_230308.PDF,False,False
1852,First Security Bank and Trust Company,IA,CHARLES CITY,Intermediate Small Bank Evaluation,11/01/2025,Satisfactory,549339.0,,,2025/1852_250811.PDF,False,False
13240,Denmark State Bank,WI,DENMARK,Intermediate Small Bank Evaluation,10/01/2020,Satisfactory,547481.0,High Satisfactory,High Satisfactory,2020/13240_200504.PDF,False,False
193,The Heritage Bank,GA,HINESVILLE,Intermediate Small Bank Evaluation,05/01/2018,Satisfactory,546780.0,High Satisfactory,High Satisfactory,2018/00193_180116.PDF,False,False
30464,Huntingdon Valley Bank,PA,HUNTINGDON VALLEY,Intermediate Small Bank Evaluation,02/01/2022,Satisfactory,546531.0,High Satisfactory,High Satisfactory,2021/30464_210823.PDF,False,False
18431,First Bank Kansas,KS,SALINA,Intermediate Small Bank Evaluation,09/01/2024,Satisfactory,545787.0,,,2024/18431_240402.PDF,False,False
20179,First Independence Bank,MI,DETROIT,Intermediate Small Bank Evaluation,11/01/2023,Satisfactory,545679.0,,,2023/20179_230523.PDF,False,False
20268,Scale Bank,MN,EDINA,Strategic Plan Evaluation,05/01/2025,Satisfactory,545668.0,,,2025/20268_250113.PDF,False,False
15969,Rondout Savings Bank,NY,KINGSTON,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,545068.0,,,2024/15969_240909.PDF,False,False
8785,Peoples Exchange Bank,KY,WINCHESTER,Intermediate Small Bank Evaluation,08/01/2024,Satisfactory,544878.0,,,2024/8785_240311.PDF,False,False
59185,Gulf Capital Bank,TX,HOUSTON,Intermediate Small Bank Evaluation,03/01/2025,Satisfactory,544422.0,,,2024/59185_241118.PDF,False,False
25291,Bank of the Valley,NE,BELLWOOD,Intermediate Small Bank Evaluation,05/01/2026,Satisfactory,544190.0,,,2025/25291_260106.PDF,False,False
29839,Crossroads Bank,IN,WABASH,Intermediate Small Bank Evaluation,05/01/2024,Satisfactory,543624.0,,,2023/29839_231024.PDF,False,False
34150,First United Bank and Trust Company,KY,MADISONVILLE,Intermediate Small Bank Evaluation,10/01/2023,Satisfactory,543542.0,,,2023/34150_230530.PDF,False,False
11407,Highpoint Community Bank,MI,HASTINGS,Intermediate Small Bank Evaluation,02/01/2024,Satisfactory,543414.0,,,2023/11407_231002.PDF,False,False
12285,Cattlemens Bank,OK,ALTUS,Intermediate Small Bank Evaluation,12/01/2025,Satisfactory,543271.0,,,2025/12285_250721.PDF,False,False
27503,The Berkshire Bank,NY,NEW YORK,Intermediate Small Bank Evaluation,08/01/2026,Needs to Improve,542277.0,,,2026/27503_260504.PDF,False,False
30022,Millington Bank,NJ,MILLINGTON,Intermediate Small Bank Evaluation,03/01/2018,Satisfactory,541746.0,High Satisfactory,High Satisfactory,2017/30022_170905.PDF,False,False
27678,"First Federal Community Bank, SSB",TX,PARIS,Intermediate Small Bank Evaluation,11/01/2023,Satisfactory,541477.0,,,2023/27678_230626.PDF,False,False
8321,Stockmens Bank,CO,COLORADO SPRINGS,Intermediate Small Bank Evaluation,02/01/2026,Satisfactory,541445.0,,,2024/8321_240318.PDF,False,False
57540,The Hometown Bank of Alabama,AL,ONEONTA,Intermediate Small Bank Evaluation,11/01/2023,Satisfactory,539856.0,,,2023/57540_230424.PDF,False,False
12616,Legends Bank,MO,LINN,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,539499.0,,,2024/12616_240903.PDF,False,False
58345,Marquis Bank,FL,CORAL GABLES,Intermediate Small Bank Evaluation,07/01/2018,Satisfactory,539184.0,High Satisfactory,High Satisfactory,2018/58345_180326.PDF,False,False
9099,South Ottumwa Savings Bank,IA,OTTUMWA,Intermediate Small Bank Evaluation,04/01/2025,Satisfactory,537201.0,,,2024/9099_241202.PDF,False,False
30260,Cross County Savings Bank,NY,MIDDLE VILLAGE,Intermediate Small Bank Evaluation,08/01/2025,Satisfactory,536300.0,,,2025/30260_250331.PDF,False,False
8853,Glenwood State Bank (Incorporated),MN,GLENWOOD,Intermediate Small Bank Evaluation,08/01/2024,Satisfactory,536260.0,,,2024/8853_240122.PDF,False,False
5295,PremierBank,WI,FORT ATKINSON,Intermediate Small Bank Evaluation,04/01/2024,Satisfactory,535606.0,,,2023/5295_231127.PDF,False,False
21978,Frontier State Bank,OK,OKLAHOMA CITY,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,535539.0,,,2025/21978_250303.PDF,False,False
18841,Phelps County Bank,MO,ROLLA,Intermediate Small Bank Evaluation,11/01/2025,Satisfactory,535093.0,,,2025/18841_250602.PDF,False,False
18385,Regional Missouri Bank,MO,MARCELINE,Intermediate Small Bank Evaluation,05/01/2025,Satisfactory,534632.0,,,2025/18385_250121.PDF,False,False
14334,United Bank of Union,MO,UNION,Intermediate Small Bank Evaluation,06/01/2024,Satisfactory,534357.0,,,2024/14334_240205.PDF,False,False
58114,Bank of Belleville,IL,BELLEVILLE,Intermediate Small Bank Evaluation,06/01/2026,Satisfactory,533808.0,,,2025/58114_251209.PDF,False,False
13216,The Savings Bank,OH,CIRCLEVILLE,Intermediate Small Bank Evaluation,07/01/2023,Satisfactory,533770.0,,,2023/13216_230307.PDF,False,False
35138,Millennium Bank,TN,OOLTEWAH,Intermediate Small Bank Evaluation,02/01/2024,Satisfactory,531367.0,,,2023/35138_231016.PDF,False,False
59188,Triad Business Bank,NC,GREENSBORO,Intermediate Small Bank Evaluation,01/01/2026,Satisfactory,531327.0,,,2025/59188_250922.PDF,False,False
25795,Peoples Bank & Trust,GA,BUFORD,Intermediate Small Bank Evaluation,10/01/2023,Satisfactory,530321.0,,,2023/25795_230501.PDF,False,False
5885,The Farmers Bank of Willards,MD,WILLARDS,Intermediate Small Bank Evaluation,10/01/2023,Satisfactory,529421.0,,,2023/5885_230508.PDF,False,False
11448,Century Bank,MS,LUCEDALE,Intermediate Small Bank Evaluation,05/01/2025,Satisfactory,528949.0,,,2024/11448_241118.PDF,False,False
15271,First State Bank,WI,NEW LONDON,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,528806.0,,,2024/15271_240828.PDF,False,False
18626,Norstates Bank,IL,WAUKEGAN,Intermediate Small Bank Evaluation,11/01/2018,Satisfactory,528734.0,High Satisfactory,High Satisfactory,2018/18626_180507.PDF,False,False
34899,First Citrus Bank,FL,TAMPA,Intermediate Small Bank Evaluation,06/01/2021,Satisfactory,528634.0,High Satisfactory,High Satisfactory,2021/34899_210208.PDF,False,False
24332,First Credit Bank,CA,LOS ANGELES,Intermediate Small Bank Evaluation,12/01/2025,Satisfactory,526240.0,,,2025/24332_250811.PDF,False,False
9322,Cross Keys Bank,LA,SAINT JOSEPH,Intermediate Small Bank Evaluation,10/01/2023,Satisfactory,525085.0,,,2023/9322_230221.PDF,False,False
12166,West Point Bank,KY,RADCLIFF,Intermediate Small Bank Evaluation,08/01/2025,Satisfactory,525049.0,,,2025/12166_250317.PDF,False,False
8386,KodaBank,ND,DRAYTON,Intermediate Small Bank Evaluation,09/01/2025,Satisfactory,524745.0,,,2025/8386_250505.PDF,False,False
18400,Iowa Trust & Savings Bank,IA,EMMETSBURG,Intermediate Small Bank Evaluation,04/01/2026,Satisfactory,524127.0,,,2025/18400_251203.PDF,False,False
22015,Andrew Johnson Bank,TN,GREENEVILLE,Intermediate Small Bank Evaluation,05/01/2023,Satisfactory,522260.0,,,2023/22015_230125.PDF,False,False
11623,The Greenwood's State Bank,WI,LAKE MILLS,Intermediate Small Bank Evaluation,05/01/2023,Satisfactory,521999.0,,,2023/11623_230109.PDF,False,False
9047,Citizens State Bank,IA,MONTICELLO,Intermediate Small Bank Evaluation,07/01/2024,Satisfactory,521769.0,,,2024/9047_240220.PDF,False,False
26530,Denali State Bank,AK,FAIRBANKS,Intermediate Small Bank Evaluation,11/01/2025,Satisfactory,521505.0,,,2025/26530_250616.PDF,False,False
14492,HomeBank,MO,PALMYRA,Intermediate Small Bank Evaluation,04/01/2024,Satisfactory,520412.0,,,2023/14492_230320.PDF,False,False
31236,Hearthside Bank Corporation,KY,MIDDLESBORO,Intermediate Small Bank Evaluation,10/01/2024,Satisfactory,519818.0,,,2024/31236_240603.PDF,False,False
58371,Hyperion Bank,PA,PHILADELPHIA,Intermediate Small Bank Evaluation,05/01/2026,Satisfactory,519508.0,,,2025/58371_251209.PDF,False,False
57741,First Southwest Bank,CO,ALAMOSA,Intermediate Small Bank Evaluation,09/01/2023,Satisfactory,518898.0,,,2023/57741_230508.PDF,False,False
58401,Mega Bank,CA,SAN GABRIEL,Intermediate Small Bank Evaluation,05/01/2025,Needs to Improve,517535.0,,,2025/58401_250121.PDF,False,False
8387,BankNorth,ND,ARTHUR,Intermediate Small Bank Evaluation,08/01/2023,Satisfactory,517311.0,,,2023/8387_230501.PDF,False,False
11228,First Citizens State Bank,WI,WHITEWATER,Intermediate Small Bank Evaluation,11/01/2025,Satisfactory,515908.0,,,2025/11228_250707.PDF,False,False
26922,The Cooperative Bank,MA,ROSLINDALE,Intermediate Small Bank Evaluation,07/01/2023,Satisfactory,515880.0,,,2023/26922_230131.PDF,False,False
15443,Lake Elmo Bank,MN,LAKE ELMO,Intermediate Small Bank Evaluation,08/01/2025,Satisfactory,515771.0,,,2025/15443_250403.PDF,False,False
35223,First Secure Community Bank,IL,SUGAR GROVE,Intermediate Small Bank Evaluation,08/01/2025,Satisfactory,515404.0,,,2025/35223_250218.PDF,False,False
9319,Merchants & Farmers Bank & Trust Company,LA,LEESVILLE,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,515017.0,,,2024/9319_241105.PDF,False,False
90311,Bay State Savings Bank,MA,WORCESTER,Intermediate Small Bank Evaluation,10/01/2023,Satisfactory,514816.0,,,2023/90311_230320.PDF,False,False
7910,Mars Bank,PA,MARS,Intermediate Small Bank Evaluation,02/01/2023,Satisfactory,514573.0,,,2022/7910_220919.PDF,False,False
10608,UNICO Bank,MO,MINERAL POINT,Intermediate Small Bank Evaluation,04/01/2026,Satisfactory,514028.0,,,2025/10608_250929.PDF,False,False
16332,First State Bank and Trust,IL,MONTICELLO,Intermediate Small Bank Evaluation,02/01/2026,Satisfactory,513967.0,,,2025/16332_250929.PDF,False,False
15734,Security Savings Bank,SD,CANTON,Intermediate Small Bank Evaluation,04/01/2025,Satisfactory,513608.0,,,2024/15734_241118.PDF,False,False
9719,Oxford Bank,MI,OXFORD,Intermediate Small Bank Evaluation,09/01/2020,Satisfactory,513484.0,High Satisfactory,High Satisfactory,2020/09719_200309.PDF,False,False
11482,Homestead Bank,NE,COZAD,Intermediate Small Bank Evaluation,06/01/2024,Satisfactory,512713.0,,,2024/11482_240226.PDF,False,False
14801,First State Bank & Trust,ND,WILLISTON,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,512401.0,,,2024/14801_240930.PDF,False,False
5216,American Bank of the North,MN,NASHWAUK,Intermediate Small Bank Evaluation,11/01/2019,Satisfactory,512237.0,High Satisfactory,High Satisfactory,2019/05216_190722.PDF,False,False
26575,Coastal Heritage Bank,MA,WEYMOUTH,Intermediate Small Bank Evaluation,08/01/2018,Satisfactory,511852.0,High Satisfactory,High Satisfactory,2018/26575_180205.PDF,False,False
57301,"United Community Bank of West Kentucky, Inc.",KY,MORGANFIELD,Intermediate Small Bank Evaluation,07/01/2026,Satisfactory,511664.0,,,2025/57301_260105.PDF,False,False
21227,CBBC Bank,TN,MARYVILLE,Intermediate Small Bank Evaluation,09/01/2025,Satisfactory,510787.0,,,2025/21227_250527.PDF,False,False
5835,The First State Bank,KS,NORTON,Intermediate Small Bank Evaluation,04/01/2026,Satisfactory,510631.0,,,2025/5835_251208.PDF,False,False
33645,Lee Bank,MA,LEE,Intermediate Small Bank Evaluation,05/01/2023,Satisfactory,509222.0,,,2022/33645_221024.PDF,False,False
22282,First Nations Bank,IL,CHICAGO,Intermediate Small Bank Evaluation,01/01/2024,Satisfactory,508851.0,,,2023/22282_230911.PDF,False,False
33753,Citizens Community Bank,IL,MASCOUTAH,Intermediate Small Bank Evaluation,09/01/2025,Satisfactory,507887.0,,,2025/33753_250421.PDF,False,False
58691,BlueHarbor Bank,NC,MOORESVILLE,Intermediate Small Bank Evaluation,08/01/2025,Satisfactory,507232.0,,,2025/58691_250407.PDF,False,False
17068,Labette Bank,KS,ALTAMONT,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,506117.0,,,2024/17068_241015.PDF,False,False
58852,Liberty Capital Bank,TX,ADDISON,Intermediate Small Bank Evaluation,12/01/2025,Satisfactory,505291.0,,,2025/58852_250818.PDF,False,False
33999,The Simsbury Bank & Trust Company,CT,SIMSBURY,Intermediate Small Bank Evaluation,07/01/2018,Satisfactory,504081.0,High Satisfactory,High Satisfactory,2018/33999_180124.PDF,False,False
5635,CS Bank,AR,EUREKA SPRINGS,Intermediate Small Bank Evaluation,03/01/2023,Satisfactory,504000.0,,,2022/5635_220901.PDF,False,False
1484,Bank of Frankewing,TN,FRANKEWING,Intermediate Small Bank Evaluation,12/01/2025,Satisfactory,502997.0,,,2025/1484_250714.PDF,False,False
57740,Pacific Valley Bank,CA,SALINAS,Intermediate Small Bank Evaluation,05/01/2023,Satisfactory,502850.0,,,2022/57740_221205.PDF,False,False
34229,The Citizens Bank of Georgia,GA,CUMMING,Intermediate Small Bank Evaluation,01/01/2024,Satisfactory,502659.0,,,2023/34229_230731.PDF,False,False
12858,Farmers Trust and Savings Bank,IA,SPENCER,Intermediate Small Bank Evaluation,06/01/2023,Satisfactory,501975.0,,,2023/12858_230306.PDF,False,False
16249,Devon Bank,IL,CHICAGO,Intermediate Small Bank Evaluation,08/01/2025,Satisfactory,501427.0,,,2025/16249_250303.PDF,False,False
11934,Dominion Bank,TX,DALLAS,Intermediate Small Bank Evaluation,12/01/2023,Satisfactory,501239.0,,,2023/11934_230622.PDF,False,False
9997,Jefferson Security Bank,WV,SHEPHERDSTOWN,Intermediate Small Bank Evaluation,09/01/2024,Satisfactory,500613.0,,,2024/9997_240304.PDF,False,False
35406,BankVista,MN,SARTELL,Intermediate Small Bank Evaluation,11/01/2023,Satisfactory,498832.0,,,2023/35406_230717.PDF,False,False
3230,Grandview Bank,TX,GRANDVIEW,Intermediate Small Bank Evaluation,01/01/2024,Satisfactory,498088.0,,,2023/3230_230821.PDF,False,False
16689,Gibsland Bank & Trust Company,LA,GIBSLAND,Intermediate Small Bank Evaluation,11/01/2024,Satisfactory,497846.0,,,2024/16689_240513.PDF,False,False
28701,Ambler Savings Bank,PA,AMBLER,Intermediate Small Bank Evaluation,01/01/2025,Satisfactory,497799.0,,,2024/28701_240812.PDF,False,False
10641,Riverstone Bank,NE,EAGLE,Intermediate Small Bank Evaluation,05/01/2024,Satisfactory,497668.0,,,2023/10641_231211.PDF,False,False
20568,Lumbee Guaranty Bank,NC,PEMBROKE,Intermediate Small Bank Evaluation,07/01/2024,Satisfactory,497105.0,,,2024/20568_240102.PDF,False,False
35441,Four Corners Community Bank,NM,FARMINGTON,Intermediate Small Bank Evaluation,06/01/2024,Satisfactory,496477.0,,,2024/35441_240129.PDF,False,False
17262,Essex Savings Bank,CT,ESSEX,Intermediate Small Bank Evaluation,07/01/2024,Satisfactory,494072.0,,,2024/17262_240205.PDF,False,False
21083,United Mississippi Bank,MS,NATCHEZ,Intermediate Small Bank Evaluation,10/01/2025,Satisfactory,494004.0,,,2025/21083_250407.PDF,False,False
5568,Herring Bank,TX,AMARILLO,Intermediate Small Bank Evaluation,11/01/2024,Satisfactory,493111.0,,,2024/5568_240422.PDF,False,False
20353,Gulf Coast Bank,LA,ABBEVILLE,Intermediate Small Bank Evaluation,04/01/2025,Satisfactory,492851.0,,,2024/20353_241118.PDF,False,False
26703,"River City Bank, Inc.",KY,LOUISVILLE,Intermediate Small Bank Evaluation,06/01/2025,Satisfactory,492254.0,,,2025/26703_250212.PDF,False,False
16970,"Peoples Bank of  Kentucky, Inc.",KY,FLEMINGSBURG,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,492192.0,,,2024/16970_240805.PDF,False,False
16817,Citizens Bank,TX,KILGORE,Intermediate Small Bank Evaluation,09/01/2023,Satisfactory,492153.0,,,2023/16817_230410.PDF,False,False
34108,Pan American Bank & Trust,IL,MELROSE PARK,Intermediate Small Bank Evaluation,08/01/2024,Satisfactory,491496.0,,,2024/34108_240226.PDF,False,False
11741,Solutions Bank,IL,FORRESTON,Intermediate Small Bank Evaluation,09/01/2025,Satisfactory,491365.0,,,2025/11741_250421.PDF,False,False
28348,Belmont Savings Bank,OH,BELLAIRE,Intermediate Small Bank Evaluation,02/01/2025,Outstanding,491344.0,,,2024/28348_240813.PDF,False,False
17863,Sterling State Bank,MN,AUSTIN,Intermediate Small Bank Evaluation,08/01/2025,Satisfactory,491040.0,,,2025/17863_250331.PDF,False,False
20310,Rocky Mountain Bank,MT,BILLINGS,Intermediate Small Bank Evaluation,10/01/2019,Satisfactory,489135.0,High Satisfactory,Outstanding,2019/20310_190603.PDF,False,False
34116,First Bank,GA,DALTON,Intermediate Small Bank Evaluation,11/01/2021,Satisfactory,489132.0,High Satisfactory,Outstanding,2021/34116_210518.PDF,False,False
58502,Covenant Bank,PA,DOYLESTOWN,Intermediate Small Bank Evaluation,09/01/2019,Satisfactory,488761.0,High Satisfactory,High Satisfactory,2019/58502_190528.PDF,False,False
59154,Piermont Bank,NY,NEW YORK,Intermediate Small Bank Evaluation,11/01/2025,Satisfactory,488742.0,,,2025/59154_250505.PDF,False,False
58049,"Eclipse Bank, Inc.",KY,LOUISVILLE,Intermediate Small Bank Evaluation,12/01/2025,Satisfactory,488274.0,,,2025/58049_250804.PDF,False,False
15799,Premier Community Bank,WI,MARION,Intermediate Small Bank Evaluation,04/01/2024,Satisfactory,488212.0,,,2023/15799_231204.PDF,False,False
1900,First Independent Bank,MN,RUSSELL,Intermediate Small Bank Evaluation,03/01/2024,Satisfactory,485430.0,,,2023/1900_231113.PDF,False,False
58184,Merchants Commercial Bank,VI,ST THOMAS,Intermediate Small Bank Evaluation,01/01/2025,Satisfactory,484557.0,,,2024/58184_240910.PDF,False,False
58580,BlackRidgeBANK,ND,FARGO,Intermediate Small Bank Evaluation,06/01/2020,Satisfactory,484305.0,High Satisfactory,High Satisfactory,2020/58580_200121.PDF,False,False
12258,Southwest Capital Bank,NM,ALBUQUERQUE,Intermediate Small Bank Evaluation,06/01/2025,Satisfactory,484231.0,,,2025/12258_250121.PDF,False,False
5015,Century Bank and Trust,MI,COLDWATER,Intermediate Small Bank Evaluation,12/01/2025,Satisfactory,483347.0,,,2025/5015_250721.PDF,False,False
58464,Capital Bank of New Jersey,NJ,VINELAND,Intermediate Small Bank Evaluation,12/01/2018,Outstanding,483138.0,High Satisfactory,Outstanding,2018/58464_180716.PDF,False,False
9137,Osgood Bank,OH,OSGOOD,Intermediate Small Bank Evaluation,02/01/2026,Satisfactory,483134.0,,,2025/9137_250930.PDF,False,False
59144,Ohio State Bank,OH,BEXLEY,Intermediate Small Bank Evaluation,08/01/2026,Needs to Improve,482811.0,,,2026/59144_260420.PDF,False,False
14445,Farmers and Merchants Union Bank,WI,COLUMBUS,Intermediate Small Bank Evaluation,06/01/2024,Satisfactory,481951.0,,,2024/14445_240122.PDF,False,False
10011,Woodford State Bank,WI,MONROE,Intermediate Small Bank Evaluation,02/01/2026,Satisfactory,481392.0,,,2025/10011_251006.PDF,False,False
58511,Platinum Bank,MN,OAKDALE,Intermediate Small Bank Evaluation,06/01/2023,Satisfactory,479568.0,,,2023/58511_230214.PDF,False,False
24961,International Bank of Commerce,TX,ZAPATA,Intermediate Small Bank Evaluation,01/01/2025,Satisfactory,479542.0,,,2024/24961_240624.PDF,False,False
17736,The Hometown Savings Bank,IN,TERRE HAUTE,Intermediate Small Bank Evaluation,02/01/2026,Satisfactory,478831.0,,,2025/17736_250818.PDF,False,False
324,Citizens Bank,MS,COLUMBIA,Intermediate Small Bank Evaluation,12/01/2025,Satisfactory,478781.0,,,2025/324_250811.PDF,False,False
26601,Beverly Bank,MA,BEVERLY,Intermediate Small Bank Evaluation,12/01/2018,Satisfactory,478521.0,High Satisfactory,Outstanding,2018/26601_180618.PDF,False,False
