cert,name,state,city,method,pe_date,overall,assets_k,inv,svc,file_id,svc_gap,in_old_universe
58513,The Bank of Princeton,NJ,PRINCETON,Large Bank Evaluation,11/01/2024,Satisfactory,1916497.0,High Satisfactory,Low Satisfactory,2024/58513_240422.PDF,True,True
28453,Timberland Bank,WA,HOQUIAM,Large Bank Evaluation,01/01/2025,Satisfactory,1906715.0,High Satisfactory,Low Satisfactory,2024/28453_240806.PDF,True,True
3440,First Northern Bank of Dixon,CA,DIXON,Large Bank Evaluation,09/01/2023,Satisfactory,1903284.0,Low Satisfactory,High Satisfactory,2023/3440_230508.PDF,False,True
58490,Beneficial State Bank,CA,OAKLAND,Large Bank Evaluation,01/01/2026,Satisfactory,1895785.0,High Satisfactory,High Satisfactory,2024/58490_241203.PDF,False,False
18199,Newtown Savings Bank,CT,NEWTOWN,Large Bank Evaluation,05/01/2026,Outstanding,1893706.0,High Satisfactory,Outstanding,2025/18199_251117.PDF,False,False
58583,California Bank of Commerce,CA,WALNUT CREEK,Intermediate Small Bank Evaluation,06/01/2023,Satisfactory,1892472.0,,,2023/58583_230103.PDF,False,False
14207,Lincoln Savings Bank,IA,REINBECK,Large Bank Evaluation,12/01/2023,Satisfactory,1883919.0,Low Satisfactory,Low Satisfactory,2023/14207_230803.PDF,True,True
14382,Fidelity Bank & Trust,IA,DUBUQUE,Large Bank Evaluation,07/01/2024,Satisfactory,1883414.0,High Satisfactory,High Satisfactory,2024/14382_240318.PDF,False,False
15953,Guaranty Bank and Trust Company,MS,BELZONI,Intermediate Small Bank Evaluation,01/01/2024,Satisfactory,1881339.0,,,2023/15953_230404.PDF,False,False
15118,Gateway First Bank,OK,JENKS,Large Bank Evaluation,06/01/2023,Satisfactory,1877908.0,,Substantial Non Complianc,2023/15118_230130.PDF,True,False
21573,Bank of Tennessee,TN,KINGSPORT,Large Bank Evaluation,11/01/2024,Satisfactory,1875869.0,Low Satisfactory,Low Satisfactory,2024/21573_240520.PDF,True,True
7714,QNB Bank,PA,QUAKERTOWN,Large Bank Evaluation,01/01/2026,Satisfactory,1873899.0,Low Satisfactory,High Satisfactory,2025/7714_250721.PDF,False,True
3387,FirstBank Southwest,TX,AMARILLO,Large Bank Evaluation,04/01/2026,Satisfactory,1859619.0,Outstanding,High Satisfactory,2025/3387_251117.PDF,False,False
20741,Pioneer Bank,NY,ALBANY,Large Bank Evaluation,01/01/2024,Outstanding,1855879.0,Outstanding,Outstanding,2023/20741_230918.PDF,False,False
13063,Kennebunk Savings Bank,ME,KENNEBUNK,Large Bank Evaluation,01/01/2024,Satisfactory,1853851.0,High Satisfactory,High Satisfactory,2023/13063_230612.PDF,False,False
29147,NorthEast Community Bank,NY,WHITE PLAINS,Intermediate Small Bank Evaluation,11/01/2024,Outstanding,1851203.0,,,2024/29147_240506.PDF,False,False
12517,Bank Five Nine,WI,OCONOMOWOC,Large Bank Evaluation,06/01/2024,Satisfactory,1850194.0,Low Satisfactory,High Satisfactory,2024/12517_240108.PDF,False,True
5854,"South Central Bank,  Inc.",KY,GLASGOW,Large Bank Evaluation,08/01/2025,Satisfactory,1845172.0,Low Satisfactory,Low Satisfactory,2024/5854_241028.PDF,True,True
33188,Shinhan Bank America,NY,NEW YORK,Large Bank Evaluation,02/01/2025,Satisfactory,1841066.0,Low Satisfactory,Low Satisfactory,2024/33188_240729.PDF,True,True
18402,Blackhawk Bank & Trust,IL,MILAN,Large Bank Evaluation,04/01/2025,Satisfactory,1835223.0,Low Satisfactory,Low Satisfactory,2024/18402_240923.PDF,True,True
57777,Meridian Bank,PA,PAOLI,Large Bank Evaluation,07/01/2023,Satisfactory,1831464.0,Substantial Non Complianc,Substantial Non Complianc,2022/57777_221129.PDF,True,True
17751,Androscoggin Savings Bank,ME,LEWISTON,Intermediate Small Bank Evaluation,08/01/2026,Satisfactory,1830082.0,,,2026/17751_260217.PDF,False,False
34254,"Planters Bank, Inc.",KY,HOPKINSVILLE,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,1828263.0,,,2024/34254_240916.PDF,False,False
8405,Farmers and Merchants Trust Company of Chambersburg,PA,CHAMBERSBURG,Large Bank Evaluation,05/01/2024,Satisfactory,1827377.0,Low Satisfactory,High Satisfactory,2023/8405_231128.PDF,False,True
17658,Norway Savings Bank,ME,NORWAY,Large Bank Evaluation,02/01/2024,Outstanding,1826350.0,Outstanding,Outstanding,2023/17658_231003.PDF,False,False
10619,Hawthorn Bank,MO,JEFFERSON CITY,Large Bank Evaluation,11/01/2024,Satisfactory,1825851.0,High Satisfactory,Low Satisfactory,2024/10619_240429.PDF,True,True
9978,First State Bank of Uvalde,TX,UVALDE,Large Bank Evaluation,12/01/2025,Satisfactory,1823649.0,Outstanding,Low Satisfactory,2025/9978_250804.PDF,True,True
58264,Signature Bank,IL,ROSEMONT,Intermediate Small Bank Evaluation,03/01/2024,Satisfactory,1816139.0,,,2023/58264_231113.PDF,False,False
10307,Builtwell Bank,TN,CHATTANOOGA,Intermediate Small Bank Evaluation,08/01/2024,Satisfactory,1796911.0,,,2024/10307_240311.PDF,False,False
15995,PCSB Bank,NY,BREWSTER,Large Bank Evaluation,06/01/2021,Satisfactory,1788574.0,High Satisfactory,Low Satisfactory,2021/15995_210119.PDF,True,True
58783,Oakworth Capital Bank,AL,BIRMINGHAM,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,1787764.0,,,2025/58783_250225.PDF,False,False
90141,BankProv,MA,AMESBURY,Intermediate Small Bank Evaluation,12/01/2024,Satisfactory,1787694.0,,,2022/90141_221024.PDF,False,False
58558,Southern States Bank,AL,ANNISTON,Intermediate Small Bank Evaluation,06/01/2022,Satisfactory,1781732.0,High Satisfactory,High Satisfactory,2021/58558_211118.PDF,False,False
2240,First American Bank,NM,ARTESIA,Large Bank Evaluation,05/01/2025,Satisfactory,1779138.0,Outstanding,Low Satisfactory,2024/2240_241028.PDF,True,True
18012,Bank of New Hampshire,NH,LACONIA,Large Bank Evaluation,09/01/2020,Satisfactory,1774161.0,High Satisfactory,High Satisfactory,2020/18012_200323.PDF,False,False
7748,VIST Bank,PA,WYOMISSING,Large Bank Evaluation,07/01/2020,Satisfactory,1769026.0,High Satisfactory,High Satisfactory,2020/07748_200203.PDF,False,False
59205,Nelnet Bank,UT,DRAPER,Strategic Plan Evaluation,03/01/2026,Outstanding,1767193.0,,,2025/59205_251020.PDF,False,False
13198,Cornerstone Bank,ND,FARGO,Intermediate Small Bank Evaluation,03/01/2026,Satisfactory,1755510.0,,,2025/13198_251006.PDF,False,False
57228,Embassy Bank for the Lehigh Valley,PA,BETHLEHEM,Large Bank Evaluation,10/01/2025,Satisfactory,1754946.0,Low Satisfactory,High Satisfactory,2025/57228_250505.PDF,False,True
9923,Anderson Brothers Bank,SC,MULLINS,Intermediate Small Bank Evaluation,10/01/2024,Satisfactory,1752391.0,,,2024/9923_240226.PDF,False,False
29922,Riverview Bank,WA,VANCOUVER,Intermediate Small Bank Evaluation,05/01/2023,Satisfactory,1739030.0,,,2022/29922_221107.PDF,False,False
34047,First Community Bank,SC,LEXINGTON,Large Bank Evaluation,11/01/2023,Satisfactory,1735147.0,Low Satisfactory,Low Satisfactory,2023/34047_230626.PDF,True,True
34728,Independent Bank,TN,MEMPHIS,Intermediate Small Bank Evaluation,05/01/2026,Satisfactory,1728890.0,,,2025/34728_251103.PDF,False,False
33758,Starion Bank,ND,BISMARCK,Large Bank Evaluation,08/01/2023,Satisfactory,1720130.0,Low Satisfactory,Low Satisfactory,2023/33758_230320.PDF,True,True
57756,CoastalStates Bank,SC,HILTON HEAD ISLAND,Intermediate Small Bank Evaluation,11/01/2022,Satisfactory,1711718.0,,,2022/57756_220628.PDF,False,False
12013,Union County Savings Bank,NJ,ELIZABETH,Large Bank Evaluation,05/01/2024,Satisfactory,1710941.0,High Satisfactory,High Satisfactory,2023/12013_231023.PDF,False,False
4160,Regent Bank,OK,TULSA,Intermediate Small Bank Evaluation,08/01/2025,Satisfactory,1708249.0,,,2024/4160_241202.PDF,False,False
9963,F&M Bank,TN,CLARKSVILLE,Intermediate Small Bank Evaluation,08/01/2024,Satisfactory,1706916.0,,,2024/9963_240122.PDF,False,False
6161,Kitsap Bank,WA,PORT ORCHARD,Intermediate Small Bank Evaluation,05/01/2023,Satisfactory,1692845.0,,,2022/6161_221219.PDF,False,False
14969,Kish Bank,PA,BELLEVILLE,Intermediate Small Bank Evaluation,08/01/2025,Satisfactory,1691780.0,,,2025/14969_250331.PDF,False,False
90235,Main Street Bank,MA,MARLBOROUGH,Intermediate Small Bank Evaluation,03/01/2026,Satisfactory,1688610.0,,,2025/90235_250902.PDF,False,False
13716,The Middlefield Banking Company,OH,MIDDLEFIELD,Intermediate Small Bank Evaluation,04/01/2023,Satisfactory,1684434.0,,,2022/13716_221212.PDF,False,False
18355,North Dallas Bank & Trust Co.,TX,DALLAS,Large Bank Evaluation,03/01/2024,Satisfactory,1684358.0,High Satisfactory,High Satisfactory,2023/18355_230905.PDF,False,False
58689,South Atlantic Bank,SC,MYRTLE BEACH,Intermediate Small Bank Evaluation,12/01/2024,Satisfactory,1666789.0,,,2024/58689_240520.PDF,False,False
26484,"North Shore Bank, a Co-operative Bank",MA,PEABODY,Large Bank Evaluation,02/01/2023,Satisfactory,1665529.0,Substantial Non Complianc,Substantial Non Complianc,2022/26484_220725.PDF,True,True
1711,Citizens Bank of Lafayette,TN,LAFAYETTE,Large Bank Evaluation,07/01/2025,Satisfactory,1659215.0,High Satisfactory,Low Satisfactory,2024/1711_241216.PDF,True,True
29520,Washington Financial Bank,PA,WASHINGTON,Intermediate Small Bank Evaluation,04/01/2023,Satisfactory,1654591.0,,,2022/29520_221212.PDF,False,False
686,Journey Bank,PA,BLOOMSBURG,Intermediate Small Bank Evaluation,06/01/2026,Satisfactory,1651984.0,,,2025/686_251201.PDF,False,False
1117,American Bank & Trust,SD,SIOUX FALLS,Intermediate Small Bank Evaluation,04/01/2024,Satisfactory,1647634.0,,,2023/1117_231205.PDF,False,False
7472,FNCB Bank,PA,DUNMORE,Intermediate Small Bank Evaluation,08/01/2022,Satisfactory,1642809.0,High Satisfactory,High Satisfactory,2021/7472_211027.PDF,False,False
58316,Investar Bank,LA,BATON ROUGE,Intermediate Small Bank Evaluation,09/01/2018,Satisfactory,1642254.0,High Satisfactory,Outstanding,2018/58316_180312.PDF,False,False
12855,Farmers State Bank,IA,WATERLOO,Intermediate Small Bank Evaluation,08/01/2025,Outstanding,1641556.0,,,2025/12855_250409.PDF,False,False
58719,Progress Bank and Trust,AL,HUNTSVILLE,Intermediate Small Bank Evaluation,02/01/2022,Satisfactory,1632550.0,High Satisfactory,High Satisfactory,2021/58719_210809.PDF,False,False
5956,Peoples Bank,NC,NEWTON,Large Bank Evaluation,12/01/2023,Satisfactory,1620439.0,Low Satisfactory,High Satisfactory,2023/5956_230511.PDF,False,True
90227,The Lowell Five Cent Savings Bank,MA,TEWKSBURY,Large Bank Evaluation,10/01/2024,Satisfactory,1620024.0,High Satisfactory,High Satisfactory,2024/90227_240401.PDF,False,False
90251,Newburyport Five Cents Savings Bank,MA,NEWBURYPORT,Intermediate Small Bank Evaluation,05/01/2026,Satisfactory,1615728.0,,,2025/90251_251014.PDF,False,False
17748,Gorham Savings Bank,ME,GORHAM,Large Bank Evaluation,11/01/2023,Satisfactory,1607984.0,High Satisfactory,High Satisfactory,2023/17748_230501.PDF,False,False
18238,Chelsea Groton Bank,CT,GROTON,Large Bank Evaluation,01/01/2024,Satisfactory,1600324.0,High Satisfactory,Outstanding,2023/18238_230213.PDF,False,False
22451,Volunteer Bank,TN,NASHVILLE,Intermediate Small Bank Evaluation,04/01/2025,Satisfactory,1597861.0,,,2024/22451_241104.PDF,False,False
33119,"Heritage Bank, Inc.",KY,ERLANGER,Intermediate Small Bank Evaluation,04/01/2024,Satisfactory,1594809.0,,,2023/33119_231128.PDF,False,False
18258,Thomaston Savings Bank,CT,THOMASTON,Large Bank Evaluation,10/01/2023,Satisfactory,1583298.0,Low Satisfactory,High Satisfactory,2022/18258_220829.PDF,False,True
57071,Georgia Banking Company,GA,ATLANTA,Strategic Plan Evaluation,03/01/2024,Satisfactory,1580422.0,,,2023/57071_231030.PDF,False,False
34781,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",UT,OGDEN,Strategic Plan Evaluation,05/01/2025,Satisfactory,1573233.0,,,2024/34781_241028.PDF,False,False
19506,Bank of Springfield,IL,SPRINGFIELD,Intermediate Small Bank Evaluation,10/01/2024,Satisfactory,1569936.0,,,2024/19506_240408.PDF,False,False
58310,US Metro Bank,CA,GARDEN GROVE,Intermediate Small Bank Evaluation,05/01/2026,Satisfactory,1566784.0,,,2026/58310_260120.PDF,False,False
90259,North Easton Savings Bank,MA,SOUTH EASTON,Intermediate Small Bank Evaluation,09/01/2024,Satisfactory,1566165.0,,,2024/90259_240318.PDF,False,False
14140,Northfield Savings Bank,VT,NORTHFIELD,Intermediate Small Bank Evaluation,01/01/2026,Satisfactory,1560737.0,,,2025/14140_250721.PDF,False,False
15752,First State Bank,IL,MENDOTA,Intermediate Small Bank Evaluation,08/01/2024,Satisfactory,1550854.0,,,2024/15752_240325.PDF,False,False
17910,Morris Bank,GA,DUBLIN,Intermediate Small Bank Evaluation,02/01/2026,Satisfactory,1550495.0,,,2025/17910_250922.PDF,False,False
15219,Dubuque Bank and Trust Company,IA,DUBUQUE,Large Bank Evaluation,10/01/2019,Satisfactory,1550487.0,High Satisfactory,Outstanding,2019/15219_190506.PDF,False,False
59093,International Bank of Commerce,OK,OKLAHOMA CITY,Large Bank Evaluation,01/01/2025,Satisfactory,1548823.0,Outstanding,Low Satisfactory,2024/59093_240624.PDF,True,True
26451,Fidelity Co-operative Bank,MA,LEOMINSTER,Intermediate Small Bank Evaluation,05/01/2025,Outstanding,1543566.0,,,2024/26451_241021.PDF,False,False
1402,Citizens Alliance Bank,MN,CLARA CITY,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,1543241.0,,,2024/1402_240715.PDF,False,False
34908,Cogent Bank,FL,ORLANDO,Intermediate Small Bank Evaluation,12/01/2023,Satisfactory,1538946.0,,,2023/34908_230710.PDF,False,False
5598,Troy Bank & Trust Company,AL,TROY,Intermediate Small Bank Evaluation,09/01/2024,Satisfactory,1533267.0,,,2024/5598_240220.PDF,False,False
5962,Sutton Bank,OH,ATTICA,Intermediate Small Bank Evaluation,03/01/2026,Satisfactory,1527789.0,,,2024/5962_250113.PDF,False,False
8774,The Cecilian Bank,KY,CECILIA,Intermediate Small Bank Evaluation,12/01/2024,Satisfactory,1524185.0,,,2024/8774_240715.PDF,False,False
8432,One Bank of Tennessee,TN,COOKEVILLE,Intermediate Small Bank Evaluation,08/01/2024,Satisfactory,1522887.0,,,2023/8432_231204.PDF,False,False
26517,Cape Cod Co-operative Bank,MA,YARMOUTH PORT,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,1522206.0,,,2023/26517_231120.PDF,False,False
57754,Providence Bank & Trust,IL,SOUTH HOLLAND,Intermediate Small Bank Evaluation,10/01/2023,Satisfactory,1520354.0,,,2023/57754_230515.PDF,False,False
4009,"BankWest, Inc.",SD,PIERRE,Intermediate Small Bank Evaluation,08/01/2023,Satisfactory,1519801.0,,,2023/4009_230213.PDF,False,False
31100,Security Federal Bank,SC,AIKEN,Intermediate Small Bank Evaluation,01/01/2026,Satisfactory,1519347.0,,,2025/31100_250623.PDF,False,False
13292,The Bank of Castile,NY,CASTILE,Large Bank Evaluation,10/01/2020,Outstanding,1518723.0,High Satisfactory,Outstanding,2020/13292_200608.PDF,False,False
26444,Everett Co-operative Bank,MA,EVERETT,Intermediate Small Bank Evaluation,01/01/2026,Satisfactory,1514739.0,,,2025/26444_250707.PDF,False,False
5019,Southern Michigan Bank & Trust,MI,COLDWATER,Intermediate Small Bank Evaluation,08/01/2025,Satisfactory,1507340.0,,,2025/5019_250127.PDF,False,False
14359,Jersey Shore State Bank,PA,WILLIAMSPORT,Intermediate Small Bank Evaluation,10/01/2023,Satisfactory,1501864.0,,,2023/14359_230515.PDF,False,False
28533,First Bank Richmond,IN,RICHMOND,Intermediate Small Bank Evaluation,06/01/2025,Satisfactory,1500367.0,,,2025/28533_250130.PDF,False,False
34726,New Mexico Bank & Trust,NM,ALBUQUERQUE,Large Bank Evaluation,10/01/2019,Satisfactory,1500024.0,Low Satisfactory,High Satisfactory,2019/34726_190603.PDF,False,True
58752,Northwest Bank,ID,BOISE,Intermediate Small Bank Evaluation,12/01/2025,Satisfactory,1495006.0,,,2025/58752_250707.PDF,False,False
11771,Availa Bank,IA,CARROLL,Intermediate Small Bank Evaluation,08/01/2023,Satisfactory,1494338.0,,,2023/11771_230418.PDF,False,False
16160,Waukesha State Bank,WI,WAUKESHA,Intermediate Small Bank Evaluation,12/01/2024,Outstanding,1493654.0,,,2024/16160_240708.PDF,False,False
35230,Evergreen Bank Group,IL,OAK BROOK,Strategic Plan Evaluation,12/01/2024,Satisfactory,1493532.0,,,2024/35230_240624.PDF,False,False
19608,The Park Bank,WI,MADISON,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,1488383.0,,,2024/19608_240923.PDF,False,False
17180,Meredith Village Savings Bank,NH,MEREDITH,Intermediate Small Bank Evaluation,05/01/2023,Satisfactory,1483609.0,,,2022/17180_220906.PDF,False,False
28362,Century Bank,NM,SANTA FE,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,1472060.0,,,2025/28362_250303.PDF,False,False
17897,Kennebec Savings Bank,ME,AUGUSTA,Intermediate Small Bank Evaluation,08/01/2023,Satisfactory,1471217.0,,,2023/17897_230306.PDF,False,False
11406,The State Bank,MI,FENTON,Intermediate Small Bank Evaluation,06/01/2023,Satisfactory,1470809.0,,,2022/11406_221128.PDF,False,False
7848,Community Bank,PA,CARMICHAELS,Intermediate Small Bank Evaluation,01/01/2025,Satisfactory,1470262.0,,,2024/7848_240701.PDF,False,False
57497,Pathfinder Bank,NY,OSWEGO,Large Bank Evaluation,07/01/2025,Satisfactory,1468976.0,High Satisfactory,High Satisfactory,2025/57497_250224.PDF,False,False
18609,American Bank of Commerce,TX,WOLFFORTH,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,1464340.0,,,2024/18609_241212.PDF,False,False
18569,Peoples State Bank,WI,WAUSAU,Intermediate Small Bank Evaluation,01/01/2026,Satisfactory,1459363.0,,,2025/18569_250728.PDF,False,False
58054,First Commerce Bank,NJ,LAKEWOOD,Intermediate Small Bank Evaluation,03/01/2025,Outstanding,1452486.0,,,2024/58054_240806.PDF,False,False
4931,Mountain Commerce Bank,TN,KNOXVILLE,Intermediate Small Bank Evaluation,08/01/2023,Satisfactory,1448805.0,,,2023/4931_230320.PDF,False,False
29847,Main Street Bank Corp.,OH,WOOSTER,Intermediate Small Bank Evaluation,03/01/2026,Satisfactory,1448348.0,,,2025/29847_250903.PDF,False,False
29058,First Financial Northwest Bank,WA,RENTON,Large Bank Evaluation,12/01/2021,Outstanding,1430753.0,High Satisfactory,Outstanding,2021/29058_210802.PDF,False,False
58811,One Florida Bank,FL,ORLANDO,Intermediate Small Bank Evaluation,04/01/2023,Satisfactory,1428073.0,,,2022/58811_220912.PDF,False,False
15912,Savings Bank of Danbury,CT,DANBURY,Intermediate Small Bank Evaluation,08/01/2023,Outstanding,1423186.0,,,2023/15912_230306.PDF,False,False
20818,Citizens Tri-County Bank,TN,DUNLAP,Intermediate Small Bank Evaluation,03/01/2025,Satisfactory,1419615.0,,,2024/20818_240923.PDF,False,False
17749,Bath Savings Institution,ME,BATH,Intermediate Small Bank Evaluation,12/01/2025,Satisfactory,1415126.0,,,2025/17749_250527.PDF,False,False
58424,Alma Bank,NY,ASTORIA,Intermediate Small Bank Evaluation,03/01/2025,Satisfactory,1411813.0,,,2024/58424_241021.PDF,False,False
28316,FIDELITY BANK,LA,NEW ORLEANS,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,1408768.0,,,2025/28316_250122.PDF,False,False
15545,Frontier Bank,NE,OMAHA,Intermediate Small Bank Evaluation,01/01/2026,Satisfactory,1408272.0,,,2025/15545_250811.PDF,False,False
11670,Central Bank Illinois,IL,GENESEO,Intermediate Small Bank Evaluation,05/01/2025,Satisfactory,1393517.0,,,2024/11670_241112.PDF,False,False
15970,Ulster Savings Bank,NY,KINGSTON,Intermediate Small Bank Evaluation,04/01/2026,Satisfactory,1381843.0,,,2025/15970_251014.PDF,False,False
1435,Exchange Bank,NE,KEARNEY,Intermediate Small Bank Evaluation,12/01/2023,Outstanding,1369885.0,,,2023/1435_230807.PDF,False,False
58088,SouthPoint Bank,AL,BIRMINGHAM,Intermediate Small Bank Evaluation,04/01/2023,Satisfactory,1366149.0,,,2022/58088_221019.PDF,False,False
57813,Sterling Bank,MO,POPLAR BLUFF,Intermediate Small Bank Evaluation,06/01/2024,Satisfactory,1364621.0,,,2023/57813_231113.PDF,False,False
58090,FFB Bank,CA,FRESNO,Intermediate Small Bank Evaluation,03/01/2025,Satisfactory,1362433.0,,,2024/58090_240116.PDF,False,False
228,American State Bank,IA,SIOUX CENTER,Intermediate Small Bank Evaluation,09/01/2024,Satisfactory,1362188.0,,,2024/228_240422.PDF,False,False
24823,International Finance Bank,FL,MIAMI,Intermediate Small Bank Evaluation,07/01/2026,Satisfactory,1360753.0,,,2025/24823_250728.PDF,False,False
2232,Pinnacle Bank - Wyoming,WY,CODY,Intermediate Small Bank Evaluation,03/01/2025,Satisfactory,1359330.0,,,2024/2232_240826.PDF,False,False
5694,PrimeSouth Bank,GA,BLACKSHEAR,Intermediate Small Bank Evaluation,06/01/2025,Satisfactory,1358534.0,,,2024/5694_241112.PDF,False,False
8149,First American Bank and Trust,LA,VACHERIE,Intermediate Small Bank Evaluation,11/01/2024,Satisfactory,1357121.0,,,2024/8149_240610.PDF,False,False
58239,Providence Bank,NC,ROCKY MOUNT,Intermediate Small Bank Evaluation,10/01/2025,Satisfactory,1354984.0,,,2025/58239_250505.PDF,False,False
9314,"Limestone Bank, Inc.",KY,LOUISVILLE,Intermediate Small Bank Evaluation,10/01/2021,Satisfactory,1354362.0,High Satisfactory,High Satisfactory,2021/9314_210608.PDF,False,False
11492,InBank,NM,RATON,Intermediate Small Bank Evaluation,05/01/2025,Satisfactory,1352859.0,,,2024/11492_241202.PDF,False,False
8426,1st Summit Bank,PA,JOHNSTOWN,Large Bank Evaluation,01/01/2024,Satisfactory,1351272.0,Outstanding,High Satisfactory,2023/8426_230828.PDF,False,False
30544,Marquette Savings Bank,PA,ERIE,Intermediate Small Bank Evaluation,05/01/2026,Satisfactory,1350599.0,,,2025/30544_251117.PDF,False,False
27998,Guardian Savings Bank,OH,WEST CHESTER,Intermediate Small Bank Evaluation,02/01/2026,Satisfactory,1347887.0,,,2025/27998_250922.PDF,False,False
12181,Monroe Bank & Trust,MI,MONROE,Large Bank Evaluation,03/01/2018,Satisfactory,1347101.0,Low Satisfactory,High Satisfactory,2017/12181_170403.PDF,False,False
11569,Alliance Bank,TX,SULPHUR SPRINGS,Intermediate Small Bank Evaluation,09/01/2023,Satisfactory,1340354.0,,,2023/11569_230306.PDF,False,False
30846,Heritage Southeast Bank,GA,JONESBORO,Intermediate Small Bank Evaluation,06/01/2020,Satisfactory,1336835.0,High Satisfactory,High Satisfactory,2019/30846_191216.PDF,False,False
8904,The Nodaway Valley Bank,MO,MARYVILLE,Intermediate Small Bank Evaluation,05/01/2024,Satisfactory,1336090.0,,,2023/8904_231211.PDF,False,False
8851,Park State Bank,MN,DULUTH,Intermediate Small Bank Evaluation,11/01/2024,Satisfactory,1334792.0,,,2024/8851_240708.PDF,False,False
14158,Union Bank,VT,MORRISVILLE,Intermediate Small Bank Evaluation,05/01/2024,Outstanding,1334466.0,,,2023/14158_231016.PDF,False,False
17743,Saco & Biddeford Savings Institution,ME,SACO,Intermediate Small Bank Evaluation,03/01/2024,Satisfactory,1333208.0,,,2023/17743_230828.PDF,False,False
12501,Citizens State Bank,TX,BUFFALO,Intermediate Small Bank Evaluation,08/01/2023,Satisfactory,1330530.0,,,2023/12501_230417.PDF,False,False
1673,1st Financial Bank USA,SD,DAKOTA DUNES,Strategic Plan Evaluation,03/01/2026,Satisfactory,1329491.0,,,2025/1673_251103.PDF,False,False
34837,"Premier Bank, Inc.",WV,HUNTINGTON,Intermediate Small Bank Evaluation,12/01/2020,Satisfactory,1327627.0,High Satisfactory,Outstanding,2020/34837_200601.PDF,False,False
8011,Savings Bank of Mendocino County,CA,UKIAH,Intermediate Small Bank Evaluation,01/01/2024,Satisfactory,1327480.0,,,2023/8011_230814.PDF,False,False
14851,Citizens Bank,TN,ELIZABETHTON,Intermediate Small Bank Evaluation,12/01/2025,Satisfactory,1324247.0,,,2025/14851_250804.PDF,False,False
14078,Blackhawk  Bank,WI,BELOIT,Intermediate Small Bank Evaluation,09/01/2022,Satisfactory,1317777.0,High Satisfactory,High Satisfactory,2022/14078_220411.PDF,False,False
16389,Bank of Travelers Rest,SC,TRAVELERS REST,Intermediate Small Bank Evaluation,12/01/2023,Satisfactory,1317464.0,,,2023/16389_230814.PDF,False,False
7404,First Keystone Community Bank,PA,BERWICK,Large Bank Evaluation,11/01/2023,Satisfactory,1308680.0,Low Satisfactory,Low Satisfactory,2023/7404_230620.PDF,True,True
23998,State Bank of India (California),CA,LOS ANGELES,Intermediate Small Bank Evaluation,03/01/2026,Outstanding,1304087.0,,,2025/23998_250922.PDF,False,False
18100,CoreFirst Bank & Trust,KS,TOPEKA,Intermediate Small Bank Evaluation,04/01/2026,Satisfactory,1302409.0,,,2025/18100_251103.PDF,False,False
58281,American Riviera Bank,CA,SANTA BARBARA,Intermediate Small Bank Evaluation,09/01/2023,Outstanding,1301506.0,,,2023/58281_230410.PDF,False,False
12204,"The Citizens Bank of Philadelphia, Mississippi",MS,PHILADELPHIA,Intermediate Small Bank Evaluation,07/01/2023,Satisfactory,1298752.0,,,2023/12204_230123.PDF,False,False
20845,Wallis Bank,TX,WALLIS,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,1295536.0,,,2024/20845_240903.PDF,False,False
13397,Bank of Utica,NY,UTICA,Large Bank Evaluation,06/01/2024,Satisfactory,1294984.0,High Satisfactory,Outstanding,2024/13397_240220.PDF,False,False
8141,Sabine State Bank and Trust Company,LA,MANY,Intermediate Small Bank Evaluation,01/01/2025,Satisfactory,1289822.0,,,2024/8141_240304.PDF,False,False
5673,Citizens Bank and Trust,FL,FROSTPROOF,Intermediate Small Bank Evaluation,09/01/2024,Satisfactory,1288984.0,,,2023/5673_231031.PDF,False,False
20989,Independence Bank,MT,HAVRE,Intermediate Small Bank Evaluation,10/01/2025,Satisfactory,1283425.0,,,2025/20989_250603.PDF,False,False
26333,Genesee Regional Bank,NY,ROCHESTER,Intermediate Small Bank Evaluation,04/01/2026,Satisfactory,1282291.0,,,2025/26333_251014.PDF,False,False
11935,First Texas Bank,TX,GEORGETOWN,Intermediate Small Bank Evaluation,06/01/2025,Satisfactory,1281115.0,,,2025/11935_250218.PDF,False,False
17960,Merrimack County Savings Bank,NH,CONCORD,Intermediate Small Bank Evaluation,05/01/2023,Satisfactory,1278487.0,,,2022/17960_220906.PDF,False,False
1678,Plains Commerce Bank,SD,SIOUX FALLS,Intermediate Small Bank Evaluation,01/01/2024,Satisfactory,1274774.0,,,2023/1678_230814.PDF,False,False
16032,Rhinebeck Bank,NY,RHINEBECK,Large Bank Evaluation,03/01/2026,Satisfactory,1274046.0,High Satisfactory,Outstanding,2025/16032_250825.PDF,False,False
22537,Peoples Bank of Alabama,AL,CULLMAN,Intermediate Small Bank Evaluation,07/01/2023,Satisfactory,1266115.0,,,2023/22537_230306.PDF,False,False
