PUMA,eligible_hh,eligible_persons,snap_hh,no_snap_hh,no_snap_persons,n_sample,non_enroll_rate,eligible_hh_200fpl,no_snap_hh_200fpl,non_enroll_rate_200fpl
04000,12082,29681,5744,6338,14546,104,0.5245820228439,18537,10737,0.5792199385013757
04101,10596,24499,5347,5249,11244,104,0.4953756134390336,15505,8222,0.5302805546597872
04200,15692,31789,4212,11480,21244,127,0.7315829722151415,25936,19372,0.7469154842689698
04300,13069,26513,5083,7986,15765,136,0.6110643507536919,20692,13894,0.6714672337135125
04501,9982,25084,4745,5237,11641,93,0.524644359847726,16853,9512,0.5644098973476532
04601,6675,14708,3103,3572,5674,68,0.5351310861423221,11230,7774,0.6922528940338379
04701,12196,22041,3978,8218,12522,108,0.6738274844211217,19561,14072,0.7193906242012167
04800,10293,20951,3034,7259,12581,113,0.7052365685417273,16984,13231,0.7790273198304286
04900,22429,53763,12112,10317,19208,374,0.4599848410539926,36186,20212,0.5585585585585585
05001,9170,20198,4351,4819,10235,123,0.5255179934569247,14676,8479,0.5777459798310166
05002,6783,15666,2839,3944,9056,94,0.581453634085213,11636,7835,0.6733413544173256
05003,7445,18100,3238,4207,8842,101,0.5650772330423103,12558,7347,0.5850453893932155
05200,12710,30613,7420,5290,12159,178,0.4162077104642014,20705,10512,0.5077034532721565
05301,7529,19364,2532,4997,13331,86,0.6637003586133616,13423,9749,0.7262906950756165
05401,2613,8494,679,1934,5876,33,0.7401454267125909,5770,4746,0.822530329289428
