FIPS,State,County,GROCPTH16,GROCPTH20,PCH_GROCPTH_16_20,SUPERCPTH16,SUPERCPTH20,PCH_SUPERCPTH_16_20,CONVSPTH16,CONVSPTH20,PCH_CONVSPTH_16_20,SNAPSPTH17,SNAPSPTH23,PCH_SNAPSPTH_17_23,LACCESS_POP15,LACCESS_POP19,PCH_LACCESS_POP_15_19,PCT_LACCESS_POP15,PCT_LACCESS_POP19,PCT_SNAP17,PCT_SNAP22
6061,CA,Placer,0.1688449382781982,0.1613103300333023,-4.46244247635158,0.01055280864238739,0.02481697499752045,135.1693832278762,0.3482427000999451,0.307730495929718,-11.63332473547906,0.5451023653040404,0.5435210466384888,-0.290095716714859,112690.1832444149,111251.1890077886,-1.276947259902954,32.34208679199219,31.92909622192383,10.40064266441573,11.66618694212165
6063,CA,Plumas,0.4815151691436768,0.5799546837806702,20.44369958521921,-9999.0,-9999.0,-9999.0,0.8560269474983215,0.5799546837806702,-32.25041741085992,1.32500978195141,1.27226459980011,-3.980739116668701,1259.815162842274,1260.074984372706,0.02062378264963627,6.296872138977051,6.298170566558838,10.40064266441573,11.66618694212165
6065,CA,Riverside,0.146744579076767,0.1418133080005646,-3.360445140275115,0.01135273277759552,0.01847992278635502,62.77950999450037,0.1917350441217422,0.2173399478197098,13.35431601210559,0.4852954648808674,0.5552612543106079,14.41715335845947,545708.1571375908,536054.3197226395,-1.769047617912292,24.92226600646973,24.48137855529785,10.40064266441573,11.66618694212165
6067,CA,Sacramento,0.1819503903388977,0.1885647624731064,3.635261304957282,0.01455603074282408,0.02180681005120277,49.81288811823394,0.254068911075592,0.2437231689691544,-4.072022059936153,0.6138055618166555,0.6864187121391296,11.82999229431152,260308.3770496667,238548.4745297744,-8.359278678894043,18.34723472595215,16.81353950500488,10.40064266441573,11.66618694212165
6069,CA,San Benito,0.1518474817276001,0.1405042558908463,-7.470144191855955,-9999.0,-9999.0,-9999.0,0.202463299036026,0.2341737598180771,15.66232543529214,0.4283424528823301,0.3706392049789429,-13.47128868103027,9873.643854810658,9878.46987198555,0.0488777719438076,17.86470603942871,17.87343788146973,10.40064266441573,11.66618694212165
6071,CA,San Bernardino,0.145020991563797,0.1406917572021484,-2.985246697712762,0.008447824977338314,0.01827165670692921,116.2882961702424,0.2257446497678757,0.2521488666534424,11.69649730911324,0.6306576484206634,0.6929402947425842,9.875824928283691,484591.7234510423,501804.3261025787,3.551980257034302,23.81040382385254,24.6561450958252,10.40064266441573,11.66618694212165
6073,CA,San Diego,0.1751646250486374,0.1731470823287964,-1.151798041003316,0.008168298751115799,0.01950530335307121,138.7927271931229,0.2293174117803574,0.2235607802867889,-2.510333362336303,0.4906844115007855,0.541994571685791,10.45685577392578,454868.9210535579,462046.2096390524,1.577880620956421,14.69540977478027,14.92728519439697,10.40064266441573,11.66618694212165
6075,CA,San Francisco,0.4108600318431854,0.4004126489162445,-2.542808284386355,0.001147653674706817,0.01038534194231033,804.9195041320637,0.1285372078418732,0.1292398124933243,0.5466157723882148,0.4933871423084563,0.6274704933166504,27.17609405517578,4865.485434675818,4706.662392312892,-3.264279365539551,0.6042317152023315,0.584507942199707,10.40064266441573,11.66618694212165
6077,CA,San Joaquin,0.2183817327022552,0.2395936250686646,9.713217357483783,0.01364885829389095,0.0195320900529623,43.10420426670123,0.2088275402784348,0.260427862405777,24.70953881779303,0.6895404494623194,0.762080729007721,10.52009010314941,102827.8879510316,98772.54113885915,-3.943819999694824,15.00466728210449,14.41291046142578,10.40064266441573,11.66618694212165
6079,CA,San Luis Obispo,0.2447815388441086,0.2125782519578934,-13.15592958451175,0.003547558560967445,0.01771485432982445,399.3534010892685,0.3263753950595856,0.2940665781497955,-9.899280827799995,0.5310421481625236,0.6531493067741394,22.99387359619141,50369.01178482922,50212.05056770475,-0.3116225898265839,18.6803035736084,18.62209129333496,10.40064266441573,11.66618694212165
