PUMA,eligible_hh,eligible_persons,snap_hh,no_snap_hh,no_snap_persons,n_sample,non_enroll_rate,eligible_hh_200fpl,no_snap_hh_200fpl,non_enroll_rate_200fpl
00100,7376,14036,2306,5070,9016,81,0.6873644251626898,15424,12503,0.8106198132780082
00200,10409,18893,2380,8029,13343,103,0.7713517148621385,20695,17092,0.8258999758395748
00300,8241,14441,3212,5029,8931,72,0.6102414755490838,13981,9737,0.6964451755954509
00400,5832,9940,163,5669,9565,35,0.9720507544581619,9575,9412,0.982976501305483
00500,6117,12606,2096,4021,7380,61,0.6573483733856466,13916,10663,0.766240298936476
00600,10796,25995,3125,7671,19566,154,0.7105409410892923,19069,15174,0.795741779852116
00700,8223,19682,2583,5640,11041,121,0.6858810653046333,16336,13023,0.7971963761018609
00800,6981,12735,1742,5239,8518,44,0.750465549348231,12805,10061,0.7857087075361187
