geoid,county,state,pop_poverty_universe,pop_under_130_fpl,pop_under_200_fpl,snap_hh,poor_hh,eligible_unenrolled,method
29143,"New Madrid County, MO",MO,15308,4129,6907,1575.0,1292.0,205,FNS state total allocated by share of under-130% FPL population
40037,"Creek County, OK",OK,71688,14138,24875,4169.0,4236.0,205,FNS state total allocated by share of under-130% FPL population
30001,"Beaverhead County, MT",MT,9353,1465,2847,304.0,604.0,204,FNS state total allocated by share of under-130% FPL population
37007,"Anson County, NC",NC,20635,6075,9754,2889.0,1932.0,204,FNS state total allocated by share of under-130% FPL population
38061,"Mountrail County, ND",ND,9390,1963,2935,183.0,538.0,204,FNS state total allocated by share of under-130% FPL population
47095,"Lake County, TN",TN,4412,1919,2728,657.0,790.0,204,FNS state total allocated by share of under-130% FPL population
56031,"Platte County, WY",WY,8461,996,2262,189.0,491.0,204,FNS state total allocated by share of under-130% FPL population
31119,"Madison County, NE",NE,34656,5811,10971,1236.0,2259.0,203,FNS state total allocated by share of under-130% FPL population
48207,"Haskell County, TX",TX,5226,1139,2019,328.0,354.0,203,FNS state total allocated by share of under-130% FPL population
05013,"Calhoun County, AR",AR,4495,718,1409,136.0,208.0,202,FNS state total allocated by share of under-130% FPL population
09130,"Lower Connecticut River Valley Planning Region, CT",CT,169620,15602,27548,5027.0,5641.0,202,FNS state total allocated by share of under-130% FPL population
13173,"Lanier County, GA",GA,9986,3216,4959,669.0,836.0,202,FNS state total allocated by share of under-130% FPL population
13251,"Screven County, GA",GA,13873,3217,6749,674.0,891.0,202,FNS state total allocated by share of under-130% FPL population
20139,"Osage County, KS",KS,15517,1875,3879,464.0,657.0,202,FNS state total allocated by share of under-130% FPL population
13273,"Terrell County, GA",GA,8555,3192,4060,825.0,884.0,201,FNS state total allocated by share of under-130% FPL population
16081,"Teton County, ID",ID,12392,1368,2586,143.0,384.0,201,FNS state total allocated by share of under-130% FPL population
49019,"Grand County, UT",UT,9665,1735,3377,148.0,551.0,201,FNS state total allocated by share of under-130% FPL population
13011,"Banks County, GA",GA,19176,3180,5373,618.0,911.0,200,FNS state total allocated by share of under-130% FPL population
20117,"Marshall County, KS",KS,9747,1854,3170,160.0,522.0,200,FNS state total allocated by share of under-130% FPL population
23007,"Franklin County, ME",ME,29187,5318,10101,1949.0,1631.0,200,FNS state total allocated by share of under-130% FPL population
18119,"Owen County, IN",IN,21203,3287,6348,838.0,1036.0,199,FNS state total allocated by share of under-130% FPL population
27021,"Cass County, MN",MN,30602,5531,9687,1491.0,1628.0,199,FNS state total allocated by share of under-130% FPL population
13241,"Rabun County, GA",GA,17087,3148,5272,550.0,1066.0,198,FNS state total allocated by share of under-130% FPL population
30009,"Carbon County, MT",MT,11021,1421,2795,286.0,354.0,198,FNS state total allocated by share of under-130% FPL population
48009,"Archer County, TX",TX,8808,1113,2115,227.0,363.0,198,FNS state total allocated by share of under-130% FPL population
56017,"Hot Springs County, WY",WY,4516,965,1679,168.0,260.0,198,FNS state total allocated by share of under-130% FPL population
06051,"Mono County, CA",CA,13047,1428,2489,266.0,373.0,197,FNS state total allocated by share of under-130% FPL population
29177,"Ray County, MO",MO,22912,3969,6702,954.0,1167.0,197,FNS state total allocated by share of under-130% FPL population
37175,"Transylvania County, NC",NC,32682,5862,10110,1647.0,2185.0,197,FNS state total allocated by share of under-130% FPL population
13219,"Oconee County, GA",GA,43235,3117,6145,424.0,1009.0,196,FNS state total allocated by share of under-130% FPL population
29147,"Nodaway County, MO",MO,18265,3945,6912,704.0,1358.0,196,FNS state total allocated by share of under-130% FPL population
38085,"Sioux County, ND",ND,3659,1884,2324,409.0,396.0,196,FNS state total allocated by share of under-130% FPL population
51133,"Northumberland County, VA",VA,12143,1648,3225,371.0,679.0,196,FNS state total allocated by share of under-130% FPL population
18129,"Posey County, IN",IN,24750,3217,5781,735.0,1061.0,195,FNS state total allocated by share of under-130% FPL population
22097,"St. Landry Parish, LA",LA,80268,28004,40093,6975.0,9055.0,195,FNS state total allocated by share of under-130% FPL population
23023,"Sagadahoc County, ME",ME,36836,5181,8530,1432.0,1904.0,195,FNS state total allocated by share of under-130% FPL population
37059,"Davie County, NC",NC,43747,5812,10579,2020.0,1612.0,195,FNS state total allocated by share of under-130% FPL population
18025,"Crawford County, IN",IN,10409,3201,4435,536.0,865.0,194,FNS state total allocated by share of under-130% FPL population
51101,"King William County, VA",VA,18475,1630,3663,498.0,648.0,194,FNS state total allocated by share of under-130% FPL population
13271,"Telfair County, GA",GA,9566,3062,5143,935.0,919.0,193,FNS state total allocated by share of under-130% FPL population
31053,"Dodge County, NE",NE,36284,5534,9267,1245.0,1704.0,193,FNS state total allocated by share of under-130% FPL population
51097,"King and Queen County, VA",VA,6682,1621,2305,585.0,417.0,193,FNS state total allocated by share of under-130% FPL population
12077,"Liberty County, FL",FL,6171,1326,1940,684.0,479.0,192,FNS state total allocated by share of under-130% FPL population
13003,"Atkinson County, GA",GA,8313,3038,4536,845.0,744.0,191,FNS state total allocated by share of under-130% FPL population
51049,"Cumberland County, VA",VA,9810,1611,3720,850.0,483.0,191,FNS state total allocated by share of under-130% FPL population
51530,"Buena Vista city, VA",VA,6092,1608,2517,348.0,491.0,191,FNS state total allocated by share of under-130% FPL population
13109,"Evans County, GA",GA,10148,3021,4673,801.0,831.0,190,FNS state total allocated by share of under-130% FPL population
27017,"Carlton County, MN",MN,34638,5285,9028,1036.0,1425.0,190,FNS state total allocated by share of under-130% FPL population
48023,"Baylor County, TX",TX,3415,1059,1707,243.0,329.0,189,FNS state total allocated by share of under-130% FPL population
51075,"Goochland County, VA",VA,25473,1592,2879,383.0,500.0,189,FNS state total allocated by share of under-130% FPL population
18165,"Vermillion County, IN",IN,15206,3098,5559,757.0,1076.0,188,FNS state total allocated by share of under-130% FPL population
37039,"Cherokee County, NC",NC,29297,5584,10329,1577.0,1870.0,188,FNS state total allocated by share of under-130% FPL population
20205,"Wilson County, KS",KS,8370,1734,3007,352.0,482.0,187,FNS state total allocated by share of under-130% FPL population
27097,"Morrison County, MN",MN,33734,5205,9380,1162.0,1653.0,187,FNS state total allocated by share of under-130% FPL population
40079,"Le Flore County, OK",OK,47262,12909,21475,3768.0,3578.0,187,FNS state total allocated by share of under-130% FPL population
13043,"Candler County, GA",GA,10755,2955,4122,934.0,642.0,186,FNS state total allocated by share of under-130% FPL population
22063,"Livingston Parish, LA",LA,146515,26721,42671,6983.0,6734.0,186,FNS state total allocated by share of under-130% FPL population
38005,"Benson County, ND",ND,5777,1790,2716,416.0,523.0,186,FNS state total allocated by share of under-130% FPL population
13269,"Taylor County, GA",GA,7639,2922,4107,1085.0,1035.0,184,FNS state total allocated by share of under-130% FPL population
19193,"Woodbury County, IA",IA,103427,19690,34321,5147.0,6088.0,184,FNS state total allocated by share of under-130% FPL population
23013,"Knox County, ME",ME,39236,4897,9959,1572.0,1844.0,184,FNS state total allocated by share of under-130% FPL population
37117,"Martin County, NC",NC,21280,5476,8920,1912.0,2125.0,184,FNS state total allocated by share of under-130% FPL population
40131,"Rogers County, OK",OK,96773,12658,24848,3941.0,3318.0,184,FNS state total allocated by share of under-130% FPL population
13023,"Bleckley County, GA",GA,11180,2908,4558,1000.0,949.0,183,FNS state total allocated by share of under-130% FPL population
20001,"Allen County, KS",KS,12018,1698,3508,467.0,521.0,183,FNS state total allocated by share of under-130% FPL population
27025,"Chisago County, MN",MN,56590,5070,9020,1123.0,1373.0,183,FNS state total allocated by share of under-130% FPL population
29181,"Ripley County, MO",MO,10586,3680,5519,694.0,1045.0,183,FNS state total allocated by share of under-130% FPL population
13287,"Turner County, GA",GA,8599,2898,4235,1071.0,832.0,182,FNS state total allocated by share of under-130% FPL population
22015,"Bossier Parish, LA",LA,127160,26075,41816,5389.0,7361.0,182,FNS state total allocated by share of under-130% FPL population
37079,"Greene County, NC",NC,17998,5403,8412,1513.0,1283.0,182,FNS state total allocated by share of under-130% FPL population
20013,"Brown County, KS",KS,9104,1681,2955,439.0,570.0,181,FNS state total allocated by share of under-130% FPL population
37123,"Montgomery County, NC",NC,25324,5372,10286,1984.0,1545.0,181,FNS state total allocated by share of under-130% FPL population
51119,"Middlesex County, VA",VA,10379,1526,2950,544.0,316.0,181,FNS state total allocated by share of under-130% FPL population
37091,"Hertford County, NC",NC,18232,5366,8105,2305.0,1810.0,180,FNS state total allocated by share of under-130% FPL population
19169,"Story County, IA",IA,87679,19136,28343,1780.0,6936.0,179,FNS state total allocated by share of under-130% FPL population
46041,"Dewey County, SD",SD,5109,2014,2528,359.0,503.0,179,FNS state total allocated by share of under-130% FPL population
54033,"Harrison County, WV",WV,63831,13496,21304,4208.0,3726.0,179,FNS state total allocated by share of under-130% FPL population
27119,"Polk County, MN",MN,29556,4957,7823,1230.0,1696.0,178,FNS state total allocated by share of under-130% FPL population
37009,"Ashe County, NC",NC,26611,5307,9265,1709.0,1826.0,178,FNS state total allocated by share of under-130% FPL population
54055,"Mercer County, WV",WV,57106,13442,21644,5242.0,4336.0,178,FNS state total allocated by share of under-130% FPL population
18045,"Fountain County, IN",IN,16448,2922,5592,610.0,891.0,177,FNS state total allocated by share of under-130% FPL population
18139,"Rush County, IN",IN,16526,2925,5322,674.0,795.0,177,FNS state total allocated by share of under-130% FPL population
21039,"Carlisle County, KY",KY,4695,1072,1697,232.0,293.0,177,FNS state total allocated by share of under-130% FPL population
13149,"Heard County, GA",GA,11619,2798,4058,1092.0,897.0,176,FNS state total allocated by share of under-130% FPL population
20115,"Marion County, KS",KS,11002,1627,3326,290.0,473.0,176,FNS state total allocated by share of under-130% FPL population
29039,"Cedar County, MO",MO,14413,3537,6765,705.0,808.0,176,FNS state total allocated by share of under-130% FPL population
39025,"Clermont County, OH",OH,208925,27544,48025,6700.0,8003.0,176,FNS state total allocated by share of under-130% FPL population
47169,"Trousdale County, TN",TN,9429,1652,2477,405.0,495.0,176,FNS state total allocated by share of under-130% FPL population
48081,"Coke County, TX",TX,3216,985,1606,234.0,354.0,176,FNS state total allocated by share of under-130% FPL population
29049,"Clinton County, MO",MO,21021,3521,5751,646.0,1177.0,175,FNS state total allocated by share of under-130% FPL population
40047,"Garfield County, OK",OK,60038,12038,20836,3734.0,2986.0,175,FNS state total allocated by share of under-130% FPL population
46031,"Corson County, SD",SD,3781,1961,2293,283.0,377.0,175,FNS state total allocated by share of under-130% FPL population
49015,"Emery County, UT",UT,9953,1512,2933,351.0,363.0,175,FNS state total allocated by share of under-130% FPL population
13231,"Pike County, GA",GA,19416,2756,4581,350.0,697.0,173,FNS state total allocated by share of under-130% FPL population
37185,"Warren County, NC",NC,18138,5149,8200,1882.0,1638.0,173,FNS state total allocated by share of under-130% FPL population
39085,"Lake County, OH",OH,229226,27109,48132,7547.0,8707.0,173,FNS state total allocated by share of under-130% FPL population
29163,"Pike County, MO",MO,15981,3451,5914,670.0,957.0,172,FNS state total allocated by share of under-130% FPL population
31001,"Adams County, NE",NE,29692,4942,8551,1189.0,1874.0,172,FNS state total allocated by share of under-130% FPL population
21105,"Hickman County, KY",KY,4239,1039,1742,331.0,346.0,171,FNS state total allocated by share of under-130% FPL population
40021,"Cherokee County, OK",OK,46348,11804,19489,3092.0,3381.0,171,FNS state total allocated by share of under-130% FPL population
40145,"Wagoner County, OK",OK,86107,11805,22326,2692.0,2768.0,171,FNS state total allocated by share of under-130% FPL population
13155,"Irwin County, GA",GA,9048,2708,3951,531.0,686.0,170,FNS state total allocated by share of under-130% FPL population
20151,"Pratt County, KS",KS,8595,1569,2790,176.0,481.0,169,FNS state total allocated by share of under-130% FPL population
27041,"Douglas County, MN",MN,38945,4699,8412,1043.0,1797.0,169,FNS state total allocated by share of under-130% FPL population
27059,"Isanti County, MN",MN,42117,4683,8848,1098.0,1280.0,169,FNS state total allocated by share of under-130% FPL population
29223,"Wayne County, MO",MO,10658,3392,5358,844.0,1041.0,169,FNS state total allocated by share of under-130% FPL population
48195,"Hansford County, TX",TX,5048,946,1720,52.0,231.0,169,FNS state total allocated by share of under-130% FPL population
56035,"Sublette County, WY",WY,8771,822,1502,94.0,263.0,169,FNS state total allocated by share of under-130% FPL population
16003,"Adams County, ID",ID,4709,1142,1692,82.0,282.0,168,FNS state total allocated by share of under-130% FPL population
39023,"Clark County, OH",OH,131956,26343,45234,10097.0,8648.0,168,FNS state total allocated by share of under-130% FPL population
39133,"Portage County, OH",OH,154676,26335,42435,6649.0,8335.0,168,FNS state total allocated by share of under-130% FPL population
40013,"Bryan County, OK",OK,47022,11589,19242,2486.0,2948.0,168,FNS state total allocated by share of under-130% FPL population
40147,"Washington County, OK",OK,51974,11554,19347,3254.0,3300.0,168,FNS state total allocated by share of under-130% FPL population
09160,"Northwest Hills Planning Region, CT",CT,112023,12928,21959,4105.0,4415.0,167,FNS state total allocated by share of under-130% FPL population
13133,"Greene County, GA",GA,19943,2656,5275,590.0,804.0,167,FNS state total allocated by share of under-130% FPL population
37033,"Caswell County, NC",NC,20966,4983,7117,1778.0,1598.0,167,FNS state total allocated by share of under-130% FPL population
40135,"Sequoyah County, OK",OK,39324,11496,18656,3283.0,2915.0,167,FNS state total allocated by share of under-130% FPL population
48411,"San Saba County, TX",TX,5087,937,1857,198.0,206.0,167,FNS state total allocated by share of under-130% FPL population
48461,"Upton County, TX",TX,3080,934,1309,104.0,253.0,167,FNS state total allocated by share of under-130% FPL population
20029,"Cloud County, KS",KS,8411,1534,3067,190.0,386.0,166,FNS state total allocated by share of under-130% FPL population
29157,"Perry County, MO",MO,18551,3339,5781,764.0,1082.0,166,FNS state total allocated by share of under-130% FPL population
31141,"Platte County, NE",NE,34292,4767,10548,969.0,1469.0,166,FNS state total allocated by share of under-130% FPL population
18015,"Carroll County, IN",IN,20340,2703,5582,423.0,786.0,164,FNS state total allocated by share of under-130% FPL population
30021,"Dawson County, MT",MT,8436,1178,2119,127.0,379.0,164,FNS state total allocated by share of under-130% FPL population
48079,"Cochran County, TX",TX,2442,921,1463,200.0,248.0,164,FNS state total allocated by share of under-130% FPL population
47083,"Houston County, TN",TN,8145,1529,2742,516.0,409.0,163,FNS state total allocated by share of under-130% FPL population
13211,"Morgan County, GA",GA,20901,2571,4585,914.0,920.0,162,FNS state total allocated by share of under-130% FPL population
51043,"Clarke County, VA",VA,14944,1365,2152,165.0,475.0,162,FNS state total allocated by share of under-130% FPL population
23015,"Lincoln County, ME",ME,35355,4291,8503,1303.0,1508.0,161,FNS state total allocated by share of under-130% FPL population
27115,"Pine County, MN",MN,28201,4463,7999,1344.0,1611.0,161,FNS state total allocated by share of under-130% FPL population
27153,"Todd County, MN",MN,25220,4466,8116,743.0,1141.0,161,FNS state total allocated by share of under-130% FPL population
01037,"Coosa County, AL",AL,9988,2095,4112,716.0,630.0,160,FNS state total allocated by share of under-130% FPL population
13221,"Oglethorpe County, GA",GA,15262,2529,4339,653.0,781.0,159,FNS state total allocated by share of under-130% FPL population
13243,"Randolph County, GA",GA,5998,2526,3588,1059.0,990.0,159,FNS state total allocated by share of under-130% FPL population
29013,"Bates County, MO",MO,15766,3202,5398,687.0,1050.0,159,FNS state total allocated by share of under-130% FPL population
27047,"Freeborn County, MN",MN,30061,4392,8724,1220.0,1386.0,158,FNS state total allocated by share of under-130% FPL population
27095,"Mille Lacs County, MN",MN,26655,4386,7397,1170.0,1205.0,158,FNS state total allocated by share of under-130% FPL population
29011,"Barton County, MO",MO,11544,3174,5159,823.0,904.0,158,FNS state total allocated by share of under-130% FPL population
30065,"Musselshell County, MT",MT,5098,1136,1786,220.0,377.0,158,FNS state total allocated by share of under-130% FPL population
38003,"Barnes County, ND",ND,10130,1524,2370,308.0,672.0,158,FNS state total allocated by share of under-130% FPL population
46065,"Hughes County, SD",SD,16798,1776,3866,446.0,644.0,158,FNS state total allocated by share of under-130% FPL population
30007,"Broadwater County, MT",MT,7620,1128,2547,100.0,299.0,157,FNS state total allocated by share of under-130% FPL population
37131,"Northampton County, NC",NC,16436,4669,6951,2078.0,1772.0,157,FNS state total allocated by share of under-130% FPL population
40019,"Carter County, OK",OK,47604,10807,18166,3090.0,3113.0,157,FNS state total allocated by share of under-130% FPL population
40041,"Delaware County, OK",OK,40655,10833,17081,2682.0,3107.0,157,FNS state total allocated by share of under-130% FPL population
48119,"Delta County, TX",TX,5385,880,2081,239.0,297.0,157,FNS state total allocated by share of under-130% FPL population
13309,"Wheeler County, GA",GA,6114,2482,3679,380.0,517.0,156,FNS state total allocated by share of under-130% FPL population
22109,"Terrebonne Parish, LA",LA,104595,22305,38566,6875.0,7130.0,156,FNS state total allocated by share of under-130% FPL population
20131,"Nemaha County, KS",KS,9862,1436,2321,134.0,321.0,155,FNS state total allocated by share of under-130% FPL population
20167,"Russell County, KS",KS,6499,1437,2252,471.0,475.0,155,FNS state total allocated by share of under-130% FPL population
47137,"Pickett County, TN",TN,5019,1456,2241,378.0,496.0,155,FNS state total allocated by share of under-130% FPL population
51720,"Norton city, VA",VA,3539,1301,1871,477.0,471.0,155,FNS state total allocated by share of under-130% FPL population
02220,"Sitka City and Borough, AK",AK,8213,820,1370,258.0,246.0,154,FNS state total allocated by share of under-130% FPL population
18009,"Blackford County, IN",IN,11754,2535,4826,754.0,976.0,154,FNS state total allocated by share of under-130% FPL population
20027,"Clay County, KS",KS,7840,1430,2563,252.0,480.0,154,FNS state total allocated by share of under-130% FPL population
20085,"Jackson County, KS",KS,13150,1422,3304,348.0,378.0,153,FNS state total allocated by share of under-130% FPL population
27147,"Steele County, MN",MN,36946,4248,8644,1159.0,1363.0,153,FNS state total allocated by share of under-130% FPL population
30083,"Richland County, MT",MT,11201,1099,3018,193.0,344.0,153,FNS state total allocated by share of under-130% FPL population
49023,"Juab County, UT",UT,12422,1317,2261,230.0,266.0,153,FNS state total allocated by share of under-130% FPL population
22057,"Lafourche Parish, LA",LA,93878,21859,34479,6431.0,6680.0,152,FNS state total allocated by share of under-130% FPL population
27085,"McLeod County, MN",MN,36168,4235,7881,1184.0,1555.0,152,FNS state total allocated by share of under-130% FPL population
27105,"Nobles County, MN",MN,21621,4210,7720,689.0,1037.0,152,FNS state total allocated by share of under-130% FPL population
29067,"Douglas County, MO",MO,11831,3054,5421,671.0,821.0,152,FNS state total allocated by share of under-130% FPL population
29133,"Mississippi County, MO",MO,10516,3053,4661,1224.0,943.0,152,FNS state total allocated by share of under-130% FPL population
30105,"Valley County, MT",MT,7345,1088,2007,247.0,294.0,152,FNS state total allocated by share of under-130% FPL population
13281,"Towns County, GA",GA,12080,2401,4248,445.0,816.0,151,FNS state total allocated by share of under-130% FPL population
30043,"Jefferson County, MT",MT,12507,1080,2625,257.0,315.0,151,FNS state total allocated by share of under-130% FPL population
13141,"Hancock County, GA",GA,6776,2389,3698,871.0,859.0,150,FNS state total allocated by share of under-130% FPL population
13319,"Wilkinson County, GA",GA,8625,2384,3916,530.0,798.0,150,FNS state total allocated by share of under-130% FPL population
38099,"Walsh County, ND",ND,10203,1438,2588,182.0,505.0,150,FNS state total allocated by share of under-130% FPL population
39089,"Licking County, OH",OH,177896,23562,40836,8177.0,7471.0,150,FNS state total allocated by share of under-130% FPL population
51157,"Rappahannock County, VA",VA,7418,1265,1809,161.0,224.0,150,FNS state total allocated by share of under-130% FPL population
56045,"Weston County, WY",WY,6345,725,1248,77.0,276.0,149,FNS state total allocated by share of under-130% FPL population
47175,"Van Buren County, TN",TN,6236,1387,2453,479.0,452.0,148,FNS state total allocated by share of under-130% FPL population
48103,"Crane County, TX",TX,4454,829,2031,63.0,146.0,148,FNS state total allocated by share of under-130% FPL population
13167,"Johnson County, GA",GA,7698,2343,3480,804.0,760.0,147,FNS state total allocated by share of under-130% FPL population
18047,"Franklin County, IN",IN,22884,2421,5456,420.0,736.0,147,FNS state total allocated by share of under-130% FPL population
18147,"Spencer County, IN",IN,19580,2420,4559,540.0,656.0,147,FNS state total allocated by share of under-130% FPL population
20087,"Jefferson County, KS",KS,18139,1363,3539,222.0,568.0,147,FNS state total allocated by share of under-130% FPL population
30095,"Stillwater County, MT",MT,9076,1055,2321,214.0,344.0,147,FNS state total allocated by share of under-130% FPL population
30099,"Teton County, MT",MT,6227,1051,2085,119.0,260.0,147,FNS state total allocated by share of under-130% FPL population
48105,"Crockett County, TX",TX,2767,819,819,0.0,220.0,146,FNS state total allocated by share of under-130% FPL population
54049,"Marion County, WV",WV,54526,10987,16774,3624.0,3204.0,146,FNS state total allocated by share of under-130% FPL population
27103,"Nicollet County, MN",MN,31929,4030,6878,785.0,1066.0,145,FNS state total allocated by share of under-130% FPL population
40121,"Pittsburg County, OK",OK,41319,9988,16354,3243.0,3243.0,145,FNS state total allocated by share of under-130% FPL population
19155,"Pottawattamie County, IA",IA,90758,15337,25909,3693.0,4352.0,144,FNS state total allocated by share of under-130% FPL population
20003,"Anderson County, KS",KS,7724,1332,2571,167.0,343.0,144,FNS state total allocated by share of under-130% FPL population
30015,"Chouteau County, MT",MT,5828,1034,2025,204.0,255.0,144,FNS state total allocated by share of under-130% FPL population
16029,"Caribou County, ID",ID,7079,971,2160,190.0,216.0,143,FNS state total allocated by share of under-130% FPL population
39007,"Ashtabula County, OH",OH,93883,22369,37288,7161.0,6247.0,143,FNS state total allocated by share of under-130% FPL population
39139,"Richland County, OH",OH,117599,22441,39867,7440.0,7111.0,143,FNS state total allocated by share of under-130% FPL population
40137,"Stephens County, OK",OK,42852,9827,15947,3096.0,3159.0,143,FNS state total allocated by share of under-130% FPL population
13165,"Jenkins County, GA",GA,7303,2265,3803,686.0,834.0,142,FNS state total allocated by share of under-130% FPL population
18111,"Newton County, IN",IN,13732,2352,4390,486.0,786.0,142,FNS state total allocated by share of under-130% FPL population
20077,"Harper County, KS",KS,5283,1320,2010,217.0,373.0,142,FNS state total allocated by share of under-130% FPL population
40071,"Kay County, OK",OK,42333,9797,17618,2880.0,2627.0,142,FNS state total allocated by share of under-130% FPL population
48229,"Hudspeth County, TX",TX,2929,795,1561,173.0,207.0,142,FNS state total allocated by share of under-130% FPL population
13235,"Pulaski County, GA",GA,8683,2249,3292,533.0,730.0,141,FNS state total allocated by share of under-130% FPL population
16037,"Custer County, ID",ID,4411,958,1388,90.0,345.0,141,FNS state total allocated by share of under-130% FPL population
51017,"Bath County, VA",VA,3966,1188,1793,188.0,436.0,141,FNS state total allocated by share of under-130% FPL population
13317,"Wilkes County, GA",GA,9437,2233,3973,726.0,901.0,140,FNS state total allocated by share of under-130% FPL population
27083,"Lyon County, MN",MN,24766,3886,7287,950.0,1374.0,140,FNS state total allocated by share of under-130% FPL population
22045,"Iberia Parish, LA",LA,67787,19894,29814,6394.0,5609.0,139,FNS state total allocated by share of under-130% FPL population
51595,"Emporia city, VA",VA,5326,1162,2606,736.0,360.0,138,FNS state total allocated by share of under-130% FPL population
02063,"Chugach Census Area, AK",AK,6594,730,1257,281.0,152.0,137,FNS state total allocated by share of under-130% FPL population
13253,"Seminole County, GA",GA,9025,2181,3636,802.0,945.0,137,FNS state total allocated by share of under-130% FPL population
46127,"Union County, SD",SD,16880,1533,2937,303.0,718.0,137,FNS state total allocated by share of under-130% FPL population
13065,"Clinch County, GA",GA,6673,2159,3198,616.0,638.0,136,FNS state total allocated by share of under-130% FPL population
40111,"Okmulgee County, OK",OK,35557,9344,15401,3042.0,2546.0,136,FNS state total allocated by share of under-130% FPL population
46019,"Butte County, SD",SD,10578,1522,2706,324.0,459.0,136,FNS state total allocated by share of under-130% FPL population
13197,"Marion County, GA",GA,7406,2150,3031,637.0,565.0,135,FNS state total allocated by share of under-130% FPL population
37055,"Dare County, NC",NC,37711,4025,7640,851.0,1004.0,135,FNS state total allocated by share of under-130% FPL population
39057,"Greene County, OH",OH,162315,21106,36044,5229.0,6923.0,135,FNS state total allocated by share of under-130% FPL population
39165,"Warren County, OH",OH,244474,21132,36353,4235.0,5906.0,135,FNS state total allocated by share of under-130% FPL population
13209,"Montgomery County, GA",GA,7779,2126,3212,563.0,655.0,134,FNS state total allocated by share of under-130% FPL population
31043,"Dakota County, NE",NE,21143,3784,7325,743.0,795.0,132,FNS state total allocated by share of under-130% FPL population
32023,"Nye County, NV",NV,52957,10360,18412,3307.0,2965.0,132,FNS state total allocated by share of under-130% FPL population
39029,"Columbiana County, OH",OH,97293,20626,33611,6288.0,6531.0,132,FNS state total allocated by share of under-130% FPL population
46079,"Lake County, SD",SD,10431,1479,2636,246.0,382.0,132,FNS state total allocated by share of under-130% FPL population
50007,"Chittenden County, VT",VT,159637,20905,31877,5608.0,7149.0,132,FNS state total allocated by share of under-130% FPL population
16015,"Boise County, ID",ID,8263,893,1719,243.0,236.0,131,FNS state total allocated by share of under-130% FPL population
29085,"Hickory County, MO",MO,8395,2635,4439,429.0,851.0,131,FNS state total allocated by share of under-130% FPL population
37187,"Washington County, NC",NC,10478,3887,4984,1608.0,1260.0,131,FNS state total allocated by share of under-130% FPL population
02016,"Aleutians West Census Area, AK",AK,5095,689,1116,46.0,51.0,130,FNS state total allocated by share of under-130% FPL population
09150,"Northeastern Connecticut Planning Region, CT",CT,95380,10059,18253,4293.0,3283.0,130,FNS state total allocated by share of under-130% FPL population
20107,"Linn County, KS",KS,9656,1203,2709,360.0,475.0,130,FNS state total allocated by share of under-130% FPL population
23021,"Piscataquis County, ME",ME,16930,3446,5709,1504.0,1363.0,130,FNS state total allocated by share of under-130% FPL population
27091,"Martin County, MN",MN,19529,3616,7020,1091.0,1260.0,130,FNS state total allocated by share of under-130% FPL population
29065,"Dent County, MO",MO,14369,2625,5667,955.0,750.0,130,FNS state total allocated by share of under-130% FPL population
29149,"Oregon County, MO",MO,8401,2608,4185,672.0,889.0,130,FNS state total allocated by share of under-130% FPL population
37199,"Yancey County, NC",NC,18674,3877,6560,1120.0,1391.0,130,FNS state total allocated by share of under-130% FPL population
40051,"Grady County, OK",OK,55360,8934,16590,2534.0,2525.0,130,FNS state total allocated by share of under-130% FPL population
40097,"Mayes County, OK",OK,39006,8971,15163,2160.0,2360.0,130,FNS state total allocated by share of under-130% FPL population
16007,"Bear Lake County, ID",ID,6583,879,1667,107.0,197.0,129,FNS state total allocated by share of under-130% FPL population
29153,"Ozark County, MO",MO,8801,2587,4005,547.0,865.0,129,FNS state total allocated by share of under-130% FPL population
37115,"Madison County, NC",NC,20943,3828,6583,1017.0,1293.0,129,FNS state total allocated by share of under-130% FPL population
51115,"Mathews County, VA",VA,8465,1084,1646,255.0,383.0,129,FNS state total allocated by share of under-130% FPL population
18131,"Pulaski County, IN",IN,12199,2122,3744,401.0,678.0,128,FNS state total allocated by share of under-130% FPL population
20031,"Coffey County, KS",KS,8175,1189,2454,306.0,377.0,128,FNS state total allocated by share of under-130% FPL population
30101,"Toole County, MT",MT,4542,916,1677,144.0,210.0,128,FNS state total allocated by share of under-130% FPL population
46047,"Fall River County, SD",SD,7002,1438,2034,382.0,545.0,128,FNS state total allocated by share of under-130% FPL population
48109,"Culberson County, TX",TX,2177,720,1217,232.0,139.0,128,FNS state total allocated by share of under-130% FPL population
48169,"Garza County, TX",TX,3741,719,1629,161.0,130.0,128,FNS state total allocated by share of under-130% FPL population
29073,"Gasconade County, MO",MO,14449,2550,4969,625.0,872.0,127,FNS state total allocated by share of under-130% FPL population
37041,"Chowan County, NC",NC,13610,3785,5211,1359.0,1107.0,127,FNS state total allocated by share of under-130% FPL population
48275,"Knox County, TX",TX,3189,712,1384,175.0,196.0,127,FNS state total allocated by share of under-130% FPL population
54019,"Fayette County, WV",WV,38270,9541,14541,3120.0,3120.0,127,FNS state total allocated by share of under-130% FPL population
22005,"Ascension Parish, LA",LA,129041,18035,28986,5793.0,5108.0,126,FNS state total allocated by share of under-130% FPL population
31047,"Dawson County, NE",NE,23997,3608,7996,571.0,1060.0,126,FNS state total allocated by share of under-130% FPL population
