geoid,county,state,pop_poverty_universe,pop_under_130_fpl,pop_under_200_fpl,snap_hh,poor_hh,eligible_unenrolled,method
28143,"Tunica County, MS",MS,9253,4168,5243,1077.0,1124.0,813,FNS state total allocated by share of under-130% FPL population
09190,"Western Connecticut Planning Region, CT",CT,620205,62548,106463,16363.0,18709.0,810,FNS state total allocated by share of under-130% FPL population
33005,"Cheshire County, NH",NH,73579,8729,15782,1943.0,2823.0,807,FNS state total allocated by share of under-130% FPL population
28077,"Lawrence County, MS",MS,11724,4129,6357,830.0,980.0,805,FNS state total allocated by share of under-130% FPL population
13295,"Walker County, GA",GA,67002,12782,22555,3154.0,3593.0,804,FNS state total allocated by share of under-130% FPL population
48353,"Nolan County, TX",TX,14061,4507,6711,1160.0,1246.0,804,FNS state total allocated by share of under-130% FPL population
47025,"Claiborne County, TN",TN,31074,7533,13279,2031.0,2613.0,801,FNS state total allocated by share of under-130% FPL population
21045,"Casey County, KY",KY,15530,4820,7603,959.0,1569.0,795,FNS state total allocated by share of under-130% FPL population
47051,"Franklin County, TN",TN,41640,7480,13154,1449.0,2201.0,795,FNS state total allocated by share of under-130% FPL population
18005,"Bartholomew County, IN",IN,82231,13106,22243,2474.0,3928.0,794,FNS state total allocated by share of under-130% FPL population
48225,"Houston County, TX",TX,19385,4441,7526,1425.0,1268.0,792,FNS state total allocated by share of under-130% FPL population
51117,"Mecklenburg County, VA",VA,29552,6652,11390,2281.0,2506.0,790,FNS state total allocated by share of under-130% FPL population
28013,"Calhoun County, MS",MS,12648,4039,5951,736.0,1240.0,788,FNS state total allocated by share of under-130% FPL population
51105,"Lee County, VA",VA,20258,6635,9875,2407.0,2366.0,788,FNS state total allocated by share of under-130% FPL population
47131,"Obion County, TN",TN,30055,7396,11869,1957.0,2329.0,787,FNS state total allocated by share of under-130% FPL population
51061,"Fauquier County, VA",VA,74154,6621,10601,1288.0,1756.0,787,FNS state total allocated by share of under-130% FPL population
28005,"Amite County, MS",MS,12460,4024,6716,889.0,1630.0,785,FNS state total allocated by share of under-130% FPL population
01053,"Escambia County, AL",AL,34030,10282,15609,1942.0,2808.0,783,FNS state total allocated by share of under-130% FPL population
48259,"Kendall County, TX",TX,47818,4393,8468,795.0,1173.0,783,FNS state total allocated by share of under-130% FPL population
05017,"Chicot County, AR",AR,9025,2770,4639,664.0,1021.0,779,FNS state total allocated by share of under-130% FPL population
30035,"Glacier County, MT",MT,13415,5567,7779,1023.0,1221.0,777,FNS state total allocated by share of under-130% FPL population
05081,"Little River County, AR",AR,11568,2750,4902,537.0,851.0,774,FNS state total allocated by share of under-130% FPL population
21203,"Rockcastle County, KY",KY,15732,4694,7191,1434.0,1731.0,774,FNS state total allocated by share of under-130% FPL population
23001,"Androscoggin County, ME",ME,109060,20580,34050,7885.0,6518.0,774,FNS state total allocated by share of under-130% FPL population
48179,"Gray County, TX",TX,19315,4341,7617,1107.0,1204.0,774,FNS state total allocated by share of under-130% FPL population
01039,"Covington County, AL",AL,36994,10137,16029,2082.0,2937.0,772,FNS state total allocated by share of under-130% FPL population
