County,eligible_pop,non_enroll_rate,eligible_hh,no_snap_hh,county_fips
Refugio,1462.6,0.693919,635.2,449.4,48391
Roberts,474.4,0.639631,210.6,154.6,48393
Robertson,3261.7,0.689628,1525.5,1093.4,48395
Rockwall,11425.4,0.528809,4587.2,3103.0,48397
Runnels,1737.9,0.479834,765.4,403.8,48399
Rusk,9334.8,0.512748,3638.0,2286.8,48401
Sabine,2297.4,0.663671,1016.7,686.7,48403
San Augustine,2297.4,0.663671,1016.7,686.7,48405
San Jacinto,6977.5,0.564191,3324.6,2076.5,48407
San Patricio,11701.1,0.693919,5081.3,3595.4,48409
San Saba,1167.3,0.56146,456.6,278.0,48411
Schleicher,498.5,0.689276,232.6,169.4,48413
Scurry,1737.9,0.479834,765.4,403.8,48415
Shackelford,434.5,0.479834,191.3,101.0,48417
Shelby,5360.6,0.663671,2372.4,1602.4,48419
Sherman,474.4,0.639631,210.6,154.6,48421
Smith,37406.0,0.594423,13258.0,8935.0,48423
Somervell,1760.3,0.696469,793.1,568.7,48425
Starr,20763.5,0.401209,7318.0,3272.5,48427
Stephens,1303.4,0.479834,574.0,302.9,48429
Sterling,498.5,0.689276,232.6,169.4,48431
Stonewall,434.5,0.479834,191.3,101.0,48433
Sutton,498.5,0.689276,232.6,169.4,48435
Swisher,1423.1,0.639631,631.8,463.8,48437
Tarrant,263862.0,0.624546,104275.0,72199.0,48439
Taylor,18998.0,0.6537,9221.0,6168.0,48441
Terrell,498.5,0.689276,232.6,169.4,48443
Terry,1560.2,0.639852,656.9,434.2,48445
Throckmorton,434.5,0.479834,191.3,101.0,48447
Titus,6817.3,0.669958,2971.0,2114.8,48449
Tom Green,23288.0,0.576992,10631.0,6725.0,48451
Travis,134192.0,0.699319,63259.0,47639.0,48453
Trinity,3876.4,0.564191,1847.0,1153.6,48455
Tyler,4594.8,0.663671,2033.5,1373.5,48457
Upshur,7732.0,0.453871,3137.3,1879.0,48459
Upton,997.1,0.689276,465.2,338.8,48461
Uvalde,6612.2,0.405277,2346.8,1020.4,48463
Val Verde,15428.4,0.405277,5475.8,2381.0,48465
Van Zandt,9084.2,0.559333,4107.2,2692.8,48467
Victoria,12968.2,0.654107,5290.2,3651.5,48469
Walker,9303.3,0.564191,4432.9,2768.7,48471
Waller,6889.8,0.643674,2719.7,1829.6,48473
Ward,1619.8,0.665498,737.2,516.4,48475
Washington,4892.6,0.689628,2288.3,1640.1,48477
Webb,64561.0,0.438066,22042.0,11012.0,48479
Wharton,7516.2,0.643674,2966.9,1995.9,48481
Wheeler,948.7,0.639631,421.2,309.2,48483
Wichita,21478.0,0.578313,8546.0,5538.0,48485
Wilbarger,2058.8,0.506469,789.4,521.1,48487
Willacy,4280.4,0.462574,1644.3,882.7,48489
Williamson,45662.0,0.775875,20929.0,17763.0,48491
Wilson,9963.0,0.54312,3726.3,2128.8,48493
Winkler,1619.8,0.665498,737.2,516.4,48495
Wise,8235.2,0.506469,3157.8,2084.4,48497
Wood,7786.5,0.559333,3520.5,2308.1,48499
Yoakum,1040.1,0.639852,438.0,289.5,48501
Young,2573.5,0.506469,986.8,651.4,48503
Zapata,7328.3,0.401209,2582.8,1155.0,48505
Zavala,4408.1,0.405277,1564.5,680.3,48507
