state_fips,statename,yearmonth,bbce,cap,vehexclall,bbce_inclmt,call_any,oapp,reportsimple,ebtissuance,transben,outreach,faceini,facerec,fingerprint,households,persons,issuance
1,Alabama,200712,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.024,0.0,0.0,0,226401.0,561364.0,54512228.0
1,Alabama,200801,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.024,0.0,0.0,0,227917.0,564325.0,54025327.0
1,Alabama,200802,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.024,0.0,0.0,0,228363.0,563674.0,54103332.0
1,Alabama,200803,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.024,0.0,0.0,0,229865.0,556319.0,54716960.0
1,Alabama,200804,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.024,0.0,0.0,0,230293.0,567193.0,54641788.0
1,Alabama,200805,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.024,0.0,0.0,0,231899.0,572356.0,55371967.0
1,Alabama,200806,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.024,0.0,0.0,0,234585.0,578826.0,55881052.0
1,Alabama,200807,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.024,0.0,0.0,0,236930.0,584458.0,56553594.0
1,Alabama,200808,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.024,0.0,0.0,0,240746.0,593827.0,57437064.0
1,Alabama,200809,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.024,0.0,0.0,0,244042.0,601140.0,58115345.0
1,Alabama,200810,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,249866.0,613737.0,67863992.0
1,Alabama,200811,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,255091.0,624670.0,68963837.0
1,Alabama,200812,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,262717.0,641449.0,70723255.0
1,Alabama,200901,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,266040.0,647628.0,69527260.0
1,Alabama,200902,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,269349.0,654335.0,70562101.0
1,Alabama,200903,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,274081.0,664828.0,71990120.0
1,Alabama,200904,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,280486.0,680005.0,87082742.0
1,Alabama,200905,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,286554.0,692875.0,89183985.0
1,Alabama,200906,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,294674.0,710174.0,90992859.0
1,Alabama,200907,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,302202.0,725619.0,93016065.0
1,Alabama,200908,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,309869.0,740929.0,94711296.0
1,Alabama,200909,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,316569.0,753412.0,96331584.0
1,Alabama,200910,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.4345833,1.0,1.0,0,323655.0,767453.0,98033944.0
1,Alabama,200911,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.4345833,1.0,1.0,0,328905.0,777672.0,98601182.0
1,Alabama,200912,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.4345833,1.0,1.0,0,335354.0,791335.0,99975051.0
1,Alabama,201001,0.0,0,1.0,-9.0,0.0,0.0,1.0,1.0,0.0,0.4345833,1.0,1.0,0,336719.0,791477.0,100093017.0
1,Alabama,201002,1.0,0,1.0,130.0,0.0,0.0,1.0,1.0,0.0,0.4345833,1.0,1.0,0,337954.0,791430.0,100541600.0
1,Alabama,201003,1.0,0,1.0,130.0,0.0,0.0,1.0,1.0,0.0,0.4345833,1.0,1.0,0,342048.0,798652.0,101210647.0
1,Alabama,201004,1.0,0,1.0,130.0,0.0,0.0,1.0,1.0,0.0,0.4345833,1.0,1.0,0,344417.0,802670.0,101442050.0
1,Alabama,201005,1.0,0,1.0,130.0,0.0,0.0,1.0,1.0,0.0,0.4345833,1.0,1.0,0,347616.0,808070.0,102658836.0
1,Alabama,201006,1.0,0,1.0,130.0,0.0,0.0,1.0,1.0,0.0,0.4345833,1.0,1.0,0,351478.0,816400.0,103317546.0
1,Alabama,201007,1.0,0,1.0,130.0,0.0,0.0,1.0,1.0,0.0,0.4345833,1.0,1.0,0,356489.0,826277.0,105136047.0
1,Alabama,201008,1.0,0,1.0,130.0,0.0,0.0,1.0,1.0,0.0,0.4345833,1.0,1.0,0,363602.0,839921.0,106917358.0
1,Alabama,201009,1.0,0,1.0,130.0,0.0,0.0,1.0,1.0,0.0,0.4345833,1.0,1.0,0,369218.0,849785.0,108091430.0
1,Alabama,201010,1.0,0,1.0,130.0,0.0,0.0,1.0,1.0,0.0,10.21467,1.0,1.0,0,373039.0,855732.0,109412900.0
1,Alabama,201011,1.0,0,1.0,130.0,0.0,0.0,1.0,1.0,0.0,10.21467,1.0,1.0,0,377791.0,863606.0,110103764.0
1,Alabama,201012,1.0,0,1.0,130.0,0.0,0.0,1.0,1.0,0.0,10.21467,1.0,1.0,0,380946.0,868312.0,111155578.0
1,Alabama,201101,1.0,0,1.0,130.0,0.0,0.0,1.0,1.0,0.0,10.21467,1.0,1.0,0,380234.0,864727.0,110327494.0
