PUMA,eligible_hh,eligible_persons,snap_hh,no_snap_hh,no_snap_persons,n_sample,non_enroll_rate,eligible_hh_200fpl,no_snap_hh_200fpl,non_enroll_rate_200fpl
00100,10437,23277,3772,6665,11179,81,0.6385934655552362,20090,14795,0.7364360378297661
00200,7983,24956,3350,4633,12607,102,0.5803582613052737,13674,8940,0.6537955243527863
00300,12265,26460,3096,9169,18979,135,0.7475743986954749,17818,14532,0.8155797508137839
00400,9369,21807,2449,6920,13361,127,0.7386060411997012,15570,12266,0.7877970456005138
00501,8480,20612,2150,6330,18140,60,0.7464622641509434,12263,9923,0.8091820924732936
00601,10537,19009,5050,5487,7536,55,0.5207364525007118,20750,14789,0.7127228915662651
