puma_code,puma_raw,est_eligible_households,est_eligible_population,n_sample_households,est_non_enrollment_rate,observed_non_enrollment_rate,ci95_lo,ci95_hi,model_confidence,top_predictive_features,model_auc_cv5,model_version,acs_vintage
0603743,3743,5834.0,18769.0,63,0.5016,0.5826,0.4481,0.56,0.8881,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603744,3744,24989.0,46382.0,213,0.5074,0.5163,0.4501,0.56,0.8901,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603745,3745,8585.0,31047.0,92,0.5075,0.6073,0.4422,0.5666,0.8757,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603746,3746,10711.0,24947.0,110,0.5707,0.5478,0.5165,0.6453,0.8712,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603747,3747,14943.0,28115.0,127,0.5349,0.5438,0.4766,0.5854,0.8911,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603748,3748,8560.0,16026.0,68,0.6378,0.6303,0.528,0.7349,0.7932,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603750,3750,15410.0,39679.0,133,0.4405,0.326,0.3776,0.5053,0.8723,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603751,3751,12118.0,38415.0,122,0.4973,0.5018,0.4497,0.5451,0.9046,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603752,3752,9289.0,27780.0,84,0.5967,0.532,0.5317,0.6606,0.8712,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603753,3753,2767.0,7309.0,34,0.5654,0.6241,0.4584,0.6937,0.7648,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603754,3754,4670.0,10817.0,52,0.6599,0.8537,0.6022,0.7205,0.8817,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603757,3757,9065.0,25864.0,83,0.5295,0.4964,0.4727,0.598,0.8747,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603758,3758,9105.0,22254.0,77,0.5173,0.4935,0.4505,0.5789,0.8715,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603759,3759,7418.0,16110.0,57,0.5538,0.6162,0.4645,0.6333,0.8312,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603760,3760,3152.0,5033.0,35,0.7815,0.7259,0.7307,0.8336,0.897,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603761,3761,5141.0,11339.0,52,0.6738,0.7489,0.585,0.7565,0.8285,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603762,3762,5725.0,13913.0,50,0.6314,0.6629,0.5272,0.7211,0.806,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603763,3763,8721.0,23045.0,70,0.5319,0.5337,0.4567,0.6097,0.847,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603764,3764,4960.0,13805.0,50,0.7049,0.8367,0.6369,0.7713,0.8655,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603766,3766,7588.0,14453.0,63,0.601,0.5722,0.5343,0.6727,0.8617,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603767,3767,11692.0,31283.0,104,0.5163,0.5517,0.4586,0.5879,0.8707,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603768,3768,2984.0,6959.0,33,0.8091,0.7771,0.7373,0.8824,0.8548,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603770,3770,4459.0,6839.0,46,0.7731,0.8087,0.7083,0.8305,0.8778,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603771,3771,2395.0,6039.0,25,0.7785,0.8409,0.687,0.8545,0.8325,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603772,3772,4388.0,11193.0,44,0.6987,0.6734,0.6173,0.7702,0.8471,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603773,3773,1752.0,4890.0,23,0.7458,0.6444,0.6556,0.8433,0.8123,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603774,3774,4514.0,10697.0,43,0.8391,0.9608,0.7927,0.8817,0.9109,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603775,3775,5027.0,8083.0,52,0.7549,0.8204,0.6863,0.8183,0.8679,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603776,3776,7364.0,14611.0,79,0.7599,0.7842,0.6945,0.806,0.8886,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603778,3778,4464.0,9586.0,39,0.5709,0.5661,0.4918,0.6507,0.841,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603779,3779,3864.0,6080.0,31,0.7854,0.9604,0.7125,0.8721,0.8404,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603780,3780,8486.0,16030.0,60,0.5326,0.6037,0.4489,0.599,0.8499,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603781,3781,4390.0,13167.0,46,0.6802,0.6107,0.6116,0.7473,0.8643,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603782,3782,6072.0,17721.0,59,0.5695,0.5562,0.4787,0.6474,0.8313,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0603900,3900,9779.0,28027.0,103,0.5887,0.4317,0.5279,0.6624,0.8655,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0604103,4103,3392.0,4716.0,34,0.7312,0.7308,0.6174,0.807,0.8104,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0604104,4104,5297.0,9789.0,46,0.7496,0.7882,0.6895,0.8088,0.8807,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0604701,4701,8755.0,20655.0,79,0.6325,0.6247,0.5742,0.6949,0.8794,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0604702,4702,12097.0,33026.0,102,0.5274,0.443,0.4622,0.597,0.8651,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605301,5301,8176.0,16740.0,90,0.6989,0.7613,0.6348,0.7523,0.8825,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605302,5302,8213.0,26502.0,69,0.5799,0.5557,0.5004,0.656,0.8443,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605303,5303,5959.0,18368.0,57,0.6977,0.6936,0.6506,0.7508,0.8998,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605500,5500,6006.0,13077.0,59,0.6548,0.7118,0.5792,0.7303,0.8488,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605700,5700,7081.0,11934.0,61,0.7305,0.6496,0.6418,0.8064,0.8354,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605906,5906,5247.0,12885.0,56,0.734,0.8279,0.6667,0.8027,0.864,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605907,5907,8052.0,21012.0,64,0.6627,0.7125,0.5816,0.729,0.8526,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605908,5908,4072.0,8372.0,43,0.7005,0.779,0.6323,0.7693,0.8629,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605909,5909,8405.0,21823.0,68,0.5661,0.6427,0.5064,0.6255,0.8809,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605912,5912,11258.0,24820.0,105,0.6221,0.7052,0.5712,0.6836,0.8876,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605913,5913,8186.0,20822.0,72,0.6104,0.614,0.54,0.6724,0.8675,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605914,5914,6065.0,11603.0,54,0.6715,0.7649,0.591,0.7509,0.8401,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605916,5916,5379.0,14548.0,48,0.6362,0.673,0.5535,0.7158,0.8377,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605917,5917,7343.0,20713.0,60,0.5779,0.8837,0.4991,0.6502,0.8489,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605918,5918,5732.0,12816.0,52,0.6905,0.777,0.6156,0.7567,0.8588,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605919,5919,9956.0,22148.0,80,0.6707,0.7102,0.6039,0.7475,0.8564,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605920,5920,4578.0,15352.0,38,0.6961,0.8523,0.6261,0.7571,0.8689,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605921,5921,4693.0,11711.0,40,0.7597,0.8355,0.6875,0.8201,0.8674,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605922,5922,6908.0,15052.0,40,0.7407,0.697,0.6545,0.825,0.8295,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605923,5923,4160.0,9495.0,42,0.6849,0.6829,0.5798,0.7914,0.7884,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605924,5924,4630.0,10146.0,37,0.7784,0.7102,0.6969,0.8465,0.8504,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605925,5925,6481.0,8591.0,58,0.8409,0.8386,0.7987,0.8748,0.9239,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605926,5926,3424.0,5900.0,30,0.8099,0.8008,0.7299,0.8701,0.8598,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605927,5927,2040.0,4134.0,18,0.8348,0.9294,0.7854,0.889,0.8964,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0605928,5928,7010.0,13598.0,53,0.8001,0.7673,0.7428,0.8534,0.8894,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606101,6101,5638.0,11048.0,46,0.7282,0.6738,0.6597,0.7933,0.8665,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606102,6102,4885.0,7304.0,44,0.6806,0.7892,0.5911,0.7871,0.804,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606103,6103,5365.0,9520.0,48,0.772,0.8852,0.6785,0.8461,0.8324,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606501,6501,9303.0,26297.0,118,0.4632,0.4255,0.3914,0.537,0.8544,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606502,6502,8109.0,12858.0,146,0.6395,0.7091,0.5426,0.732,0.8106,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606507,6507,10494.0,33576.0,81,0.642,0.6489,0.5632,0.7197,0.8435,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606509,6509,6321.0,19730.0,53,0.6086,0.5642,0.51,0.6726,0.8374,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606511,6511,6635.0,20461.0,75,0.5689,0.5331,0.5043,0.6381,0.8661,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606514,6514,6395.0,20481.0,65,0.6604,0.6414,0.6135,0.7136,0.8999,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606515,6515,9376.0,19309.0,90,0.615,0.5914,0.5244,0.7043,0.8201,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606516,6516,4157.0,12462.0,40,0.4935,0.4984,0.4202,0.5705,0.8497,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606517,6517,7350.0,21248.0,51,0.7112,0.7139,0.6116,0.7947,0.8169,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606518,6518,3527.0,10071.0,38,0.5862,0.7403,0.4847,0.6937,0.791,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606519,6519,4286.0,17579.0,45,0.5495,0.6573,0.4702,0.6288,0.8414,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606520,6520,6412.0,18516.0,55,0.6367,0.5512,0.5611,0.7337,0.8274,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606521,6521,3712.0,10673.0,31,0.7607,0.8726,0.6619,0.8418,0.8201,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606522,6522,5719.0,12666.0,57,0.5862,0.6896,0.488,0.6885,0.7994,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606523,6523,2803.0,5581.0,35,0.7129,0.7199,0.6461,0.7749,0.8712,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606524,6524,4424.0,11511.0,40,0.6698,0.743,0.5773,0.7575,0.8197,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606525,6525,10658.0,26280.0,79,0.6442,0.6665,0.5743,0.7098,0.8645,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606701,6701,3402.0,5755.0,42,0.7333,0.5955,0.6633,0.7964,0.8669,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606703,6703,5893.0,13694.0,49,0.5696,0.4845,0.47,0.6665,0.8035,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606704,6704,8451.0,19881.0,78,0.5091,0.5112,0.4222,0.5944,0.8278,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606705,6705,4185.0,11106.0,37,0.623,0.6473,0.5266,0.7261,0.8006,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606706,6706,5629.0,14051.0,51,0.56,0.5562,0.4681,0.6463,0.8218,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606707,6707,8278.0,13579.0,77,0.5088,0.4804,0.418,0.5895,0.8284,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606709,6709,8133.0,21462.0,71,0.5421,0.5715,0.4567,0.6394,0.8173,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606712,6712,4218.0,7736.0,43,0.7728,0.8433,0.709,0.8369,0.8721,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606713,6713,7654.0,17756.0,61,0.5547,0.373,0.4774,0.6342,0.8432,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606714,6714,11353.0,30670.0,95,0.4919,0.4485,0.4258,0.5634,0.8624,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606715,6715,2861.0,8700.0,37,0.6375,0.6963,0.5357,0.7479,0.7878,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606716,6716,3678.0,13136.0,39,0.729,0.6748,0.6642,0.7716,0.8926,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0606717,6717,3394.0,7444.0,38,0.773,0.7357,0.7232,0.8269,0.8962,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607101,7101,10495.0,24715.0,111,0.548,0.4873,0.4869,0.6115,0.8753,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607102,7102,12268.0,37079.0,87,0.4922,0.4497,0.4315,0.5531,0.8784,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607103,7103,9546.0,31748.0,92,0.5994,0.5406,0.5315,0.6644,0.8671,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607104,7104,8903.0,22123.0,58,0.6991,0.7756,0.6403,0.7563,0.884,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607105,7105,4443.0,9012.0,45,0.6253,0.6183,0.5038,0.7459,0.7579,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607107,7107,6769.0,22261.0,52,0.5127,0.5157,0.422,0.6298,0.7922,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607108,7108,13119.0,38909.0,127,0.4955,0.5709,0.435,0.5583,0.8767,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607110,7110,5352.0,19183.0,49,0.5885,0.6583,0.4997,0.6823,0.8174,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607111,7111,6063.0,16058.0,52,0.7162,0.6931,0.6371,0.7922,0.845,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607112,7112,4648.0,11175.0,40,0.5633,0.7539,0.4675,0.6607,0.8067,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607115,7115,3351.0,11154.0,31,0.709,0.7541,0.6121,0.7804,0.8317,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607116,7116,5360.0,14583.0,45,0.6378,0.6784,0.5641,0.7062,0.8579,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607117,7117,4282.0,12920.0,40,0.5573,0.568,0.4797,0.6336,0.846,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607118,7118,7082.0,20321.0,69,0.5812,0.6262,0.5048,0.6564,0.8484,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607119,7119,4811.0,10825.0,44,0.7546,0.7356,0.6901,0.8122,0.8779,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607301,7301,7084.0,14526.0,68,0.7306,0.6818,0.6726,0.7811,0.8915,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607302,7302,4481.0,12964.0,55,0.697,0.7759,0.5604,0.8005,0.7599,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607306,7306,5759.0,15240.0,53,0.7096,0.6482,0.6576,0.7549,0.9027,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607307,7307,3333.0,9413.0,40,0.6105,0.5431,0.5183,0.6897,0.8286,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607308,7308,2123.0,4844.0,29,0.7167,0.8008,0.6286,0.7995,0.8291,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607310,7310,5623.0,11083.0,59,0.7621,0.8101,0.717,0.803,0.914,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607311,7311,3573.0,7819.0,30,0.7976,0.9183,0.7165,0.8578,0.8588,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607312,7312,7638.0,14709.0,65,0.814,0.8422,0.7548,0.8599,0.8949,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607313,7313,9806.0,27760.0,85,0.5138,0.4342,0.4451,0.5882,0.8569,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607314,7314,6076.0,14194.0,57,0.6651,0.6819,0.5799,0.7502,0.8297,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607315,7315,8863.0,20802.0,60,0.6544,0.6473,0.5529,0.7458,0.8071,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607316,7316,12161.0,22211.0,95,0.6045,0.4621,0.5362,0.663,0.8732,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607317,7317,9452.0,22239.0,88,0.5855,0.6203,0.5254,0.6416,0.8838,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607322,7322,4629.0,14302.0,44,0.6116,0.5297,0.5289,0.6913,0.8377,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607323,7323,2537.0,7337.0,31,0.6431,0.8246,0.5474,0.7392,0.8082,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607324,7324,3990.0,9731.0,35,0.7232,0.7318,0.6144,0.807,0.8074,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607325,7325,4418.0,10773.0,47,0.7016,0.7134,0.6339,0.764,0.87,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607326,7326,4342.0,10570.0,45,0.7864,0.7837,0.7124,0.8506,0.8618,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607327,7327,6190.0,16533.0,70,0.5972,0.6556,0.5124,0.6717,0.8408,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607328,7328,5111.0,12578.0,49,0.5818,0.5968,0.5139,0.6742,0.8397,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607329,7329,2283.0,5235.0,23,0.7509,0.5909,0.6662,0.8415,0.8248,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607330,7330,10618.0,26617.0,98,0.6006,0.5607,0.546,0.6546,0.8914,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607507,7507,5491.0,10920.0,52,0.5128,0.4571,0.436,0.6098,0.8262,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
